,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/5324000,For Trade:  7.62 x 39 ammo,"Independence, Cleveland, Ohio",Offer,"Listed On: Wednesday, March 30, 2016",Ammo,no type,no type,no type,no type,20 rounds of steel case FMG 7.62x 39 ammo.
3,http://www.armslist.com/posts/5324003,For Sale:  Walther PPK/S - 9MM kurtz (.380 ACP)  BEAUTIFUL,"St. Charles, St. Louis, Missouri",$ 1,"Listed On: Wednesday, March 30, 2016",Handguns,Walther                                                                                ,380 ACP                                                                                ,Double Action                                                                                ,Pistol,"I have for sale a Walther PPK/S by Interarms.  I have had a lot of trouble trying to procure an exact manufacturers date, but the serial number is 136434S if you are interested in looking for yourself.  The caliber is a 9MM Kurtz which for those of you that don't know, means .380.  This gun is in beautiful shape.  Comes with 2 Magazines.  No box, but a black nylon holster that has space for an extra mag will be thrown in, if you want it.This gun has been sitting in a humidity controled extra large gun safe for the past 20 years.  It was only taken out now because the owner passed away and the last living child has asked me to help him sell this as well as many others (see my other listings)So feel free to make an offer.  This posting will only be available until Friday.  If the gun is not sold, it will be going with me to the Tulsa Gun Show and if you know that show like I do, it won't be coming back!Just contact me anytime.  Thank You"
5,http://www.armslist.com/posts/5324005,For Sale:  .22 Ammo ForSale,"Ankeny, Des Moines, Iowa",FREE,"Listed On: Thursday, August 18, 2016",Ammo,no type,no type,no type,no type,"I have many brands of .22 LR Ammo for sale. Most will sell for $.08  - $.09 a piece. Remington Thunderbolt, Golden Hollow Point, Winchester X, Aguilla & Federal. Can meet at Sportsmans parking lot in Ankeny"
7,http://www.armslist.com/posts/5324007,For Sale:  AR-15,"Warsaw, Columbia City, Fort Wayne, Indiana",$ 750,"Listed On: Wednesday, March 30, 2016",Rifles,Palmetto State Armory                                                                                ,5.56×45mm NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"This is a Palmetto State Armory AR 15. 16"" Barrel with a carbine length gas system. Magpul FDE Furniture. It has a Nikkon scope(made for the AR in 5.56) zeroed in at 100 yards. Also has a bipod and a flip up rear sight. 4 P Mags(30 round FDE) Very lightly used. Has not been shot since it was zeroed in. Plan on meeting in Warsaw, IN. The price reflects meeting there so keep that in mind. Cash only. Not looking for any trades at all. None. At all. Please call or text REDACTED"
8,http://www.armslist.com/posts/5324008,For Sale/Trade:  HK USP .40,"Mountain home, Arkansas, United States",$ 700,"Listed On: Wednesday, March 30, 2016",Handguns,Heckler & Koch                                                                                ,40 S&W                                                                                ,Double / Single Action                                                                                ,Pistol,"HK USP .40, night sights, 100+ rounds of ammunition. Great shape, very accurate and reliable."
9,http://www.armslist.com/posts/5324009,For Sale/Trade:  SPAS-12  RARE!!! LOOK,"Lansing, Lansing, Michigan","$ 1,199","Listed On: Tuesday, April 5, 2016",Shotguns,Franchi                                                                                ,12 Gauge                                                                                ,Semi-automatic                                                                                ,Shotgun,"Spas-12, A REALLY NICE GUNItalian Raptor killer1200 firm.Will ship to your FFL"
11,http://www.armslist.com/posts/5324011,For Sale:  Ruger SR 1911 and ammo,"Grabill, Fort Wayne, Indiana",$ 600,"Listed On: Wednesday, March 30, 2016",Handguns,Ruger                                                                                ,45 ACP                                                                                ,Single Action                                                                                ,Pistol,"Ruger SR 1911 Commander size n very good condition. I have approx 500 rounds of good clean 45 acp reloads to include and approx 250 primed clean brass. Two mags included. Original box and book. Two holsters for an extra $40 which is a great deal. $600 for the pistol, $700 for pistol and ammo. Text REDACTED"
12,http://www.armslist.com/posts/5324012,"For Trade:  Walther PPS Classic (Not M2 version) 9mm Black 3.2"" Concealed Carry","Edmond, Oklahoma City, Oklahoma",Offer,"Listed On: Friday, April 15, 2016",Handguns,Glock                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"Perfect concealed carry weapon.  (Police Pistol Slim).   German made by Carl Walther .   9mm, 3.2"" barrel.     Ambidextrous paddle style magazine release in trigger guard.  2 mags - 7 round mag and 8 round mag.   Low profile, snag free 3 dot metal sights.   Steel slide and polymer frame.  Weighs 21.5 oz.   Complete with additional backstrap, lock, all paperwork and factory hard case.   LNIB.   100 rounds of Blazer Brass 115 FMJ through it.  TRADE VALUE IS $499.      Text 4O5 - 441  - O335"
13,http://www.armslist.com/posts/5324013,For Sale:  Lasermax LMS2261 Guide Rod Laser,"Tri Cities Region, Tri-cities, Tennessee",$ 250,"Listed On: Wednesday, March 30, 2016",Optics,no type,no type,no type,no type,"Brand new, unopened Lasermax Guide Rod Laser for Sig Sauer P226 x 9mm, Cat # LMS-2261.$250.00Any Questions, please Call or Text (813) 310-7516."
14,http://www.armslist.com/posts/5324014,For Sale/Trade:  NIB Sig Sauer SP2022 9mm w/extras,"Marietta, Atlanta, Georgia",$ 400,"Listed On: Wednesday, March 30, 2016",Handguns,Sig Sauer                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,New in box unfired Sig Sauer Sp2022 in 9mm black. Comes with everything a new one has. I will also throw in 100rds of fmj ammo. Price is $400 firm.Located in marietta or Alpharetta Trade value:$475. Other handguns or rifles
