,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/5047000,For Sale/Trade:  Glock 21SF,"Sandy Springs, Fulton County, Atlanta, Georgia",$ 575,"Listed On: Sunday, January 10, 2016",Handguns,Glock                                                                                ,45 ACP                                                                                ,Striker Fire                                                                                ,Pistol,"Glock 21SF with 2, 13-round gen 4 mags, and original case. I'm a marine and cleaned after every use thoroughly (and you can tell by breaking it down how clean it is). Always kept oiled. A total of 160 rounds fired through it. Price negotiable."
1,http://www.armslist.com/posts/5047001,For Sale:  Winchester Model 70 Bolt Action Rifle chambered in .223,"Webster, NY, Rochester, New York",$ 950,"Listed On: Sunday, January 10, 2016",Rifles,Winchester                                                                                ,223/5.56 NATO                                                                                ,Bolt Action                                                                                ,Rifle,"Winchester Model 70 Heavy Varmint (HV) Bolt Action Rifle chambered in .223 REM with a 25 in. barrel, Accushot 8-32x56 SWAT Mil-Dot Scope and Bipod. Great Condition. All setup for hunting, target shooting or recreational shooting. Hardly been fired. No Box. As is. No returns, exchanges or refunds. Happy to send additional pictures if interested.
 
Out of Area Buyers: Rifle will ship from my FFL to your FFL. Buyer responsible for Shipping charges."
3,http://www.armslist.com/posts/5047003,For Sale:  Vortex PST FFP 4-6-24X50,"SE OKC, Oklahoma City, Oklahoma",$ 750,"Listed On: Sunday, January 10, 2016",Optics,no type,no type,no type,no type,Scope is mounted in TPS rings with Vortex flip covers.
5,http://www.armslist.com/posts/5047005,For Sale/Trade:  MREs,"Rincon, Savannah, Georgia",$ 30,"Listed On: Friday, January 22, 2016",Miscellaneous,no type,no type,no type,no type,"Hello I have Cases of MREs, A & B Inspection Date June 2014, Package Date June 2011. You can Purchase them by the Case for $35/OBO.$145 2 Cases Ebay 121715 --- http://www.ebay.com/itm/2-Cases-A-B-Military-Spec-MREs-8-2017-isp-Great-For-Hunting-Fishing-Camping-/REDACTED36?hash=item43e6fbfcb0:g:k60AAOSwfZ1WbateCash or Trade."
7,http://www.armslist.com/posts/5047007,For Sale:  Remington 700 .30-06 XCR II NEW/UNFIRED w/ Leupold Scope,"Northwest Columbus, Columbus, Ohio",$ 850,"Listed On: Sunday, January 10, 2016",Rifles,Remington                                                                                ,30-06 Springfield                                                                                ,Bolt Action                                                                                ,Rifle,"PRICE REDUCED - I have for sale a new / unfired Remington 700 XCR II bolt action rifle chambered in .30-06 Springfield. The barrel/action are stainless steel with a matte black TriNyte anti-reflective coating. The barrel is 24"". This gun has the X-Mark Pro adjustable trigger installed and it was manufactured after the recall so recall trigger is not needed. It has a OD green synthetic stock with black Hogue grip panels and a swing-open magazine floorplate. Capacity is 4+1. I have added a Leupold 2 piece scope base, 1"" Leupold medium height rings, and a Leupold VX-3 3.5-10x40mm with CDS (Custom Dial System) with the Windplex reticle. I have also added a Leupold sunshade, Leupold flip-up lens covers, and Leupold neoprene scope cover. The CDS allows you to get a custom dial from Leupold for any load you fire.The scope is NOT sighted in yet (the gun is unfired). This is a great hunting rifle capable of taking most anything in the lower 48 states with the right load. I have $1250+ invested in all of this. I am willing to sell for $850 cash FIRM. I am NOT interested in trades at this time. Comes with all the original boxes, paperwork, lock, and the packaging for the accessories. Located in Northwest Columbus in the Hilliard/Dublin area. Must be an Ohio resident who is not restricted from owning firearms. More info about the gun: REMINGTON FIREARMS XCR II  Rem 84523 700 XCR II Bolt 30-06 Springfield 24"" 4+1 OD Syn Stock TriNyte Black M Featuring the TriNyte Corrosion Control System, the Model 700 XCR stretches the durability limits of stainless steel by coating the stainless steel barrel and receiver with matte black TriNyte for a more classic look with less glare for superior stealth. It's every bit as impervious to extreme conditions, with the same proven track record in accelerated saltwater testing. TriNyte delivers scratch and corrosion resistance dramatically superior to standard stainless steel as well any protective coating by any other manufacturer. The Model 700 XCR II is also optimized for sure handling in adverse climates. Its feature-laden olive drab green synthetic stock is a technological marvel that looks and feels the part with Hogue rubber overmolding featured at the grip and forend areas. These revolutionary enhancements give you a positive grip in the slickest environments. Shots are made infinitely more comfortable with the SuperCell recoil pad. X-Mark Pro Trigger System gives a level of crispness and shot control once only available through high-dollar customization. Choose from a wide range of hard-hitting big-game cartridges, all delivered with the track-driving accuracy only a legendary Model 700 barreled action could produce. SPECIFICATIONS: Mfg Item Num: 84523  Category: RIFLES  Action :Bolt Caliber :30-06 Springfield Barrel Length :24.0"" Capacity :4+1 Trigger :X-Mark Pro Safety :Manual Thumb OAL :44.5"" Weight :7.37 lbs Stock Description :Synthetic OD Green Metal Finish :Black Twist :1:10"" Barrel Description :Stainless Steel Muzzle :Crowned Receiver Material :Stainless Steel Sights :None, Drilled/Tapped Barrel Length Range :24.00"" to 25.99"" Weight Range :7.00 lbs to 7.99 lbs Hand : Stock Finish Group :Synthetic Metal Finish Group :Blued/Black More info about the scope: Ingrained with the thrill of the hunt, the Leupold VX-3 drastically improves optical performance, mechanical function, and durability. Leupold pushed it to the limit, so you can push yourself to yours. And with the Custom Dial System (CDS), you can own a scope that precisely matches your rifle's ballistics."
8,http://www.armslist.com/posts/5047008,For Sale:  100ct REMINGTON 22LR SUBSONIC HOLLOW POINT,"CLEVES / BRIDGETOWN, Cincinnati, Ohio",$ 8,"Listed On: Friday, January 15, 2016",Ammo,no type,no type,no type,no type,I HAVE 10 BOXES. $8 DOLLARS EACH BOX OF 100.  TEXT: FIVE 3 FIVE ZERO 88 TWO
11,http://www.armslist.com/posts/5047011,Want To Buy:  WTB: Smith 357,"Tippecanoe County, Lafayette, Indiana",$ 650,"Listed On: Sunday, January 10, 2016",Handguns,Smith & Wesson                                                                                ,357 Magnum                                                                                ,Double Action                                                                                ,Revolver,"Prefer SS with 4 or 6 in barrel, others considered.          Must be a prelock."
14,http://www.armslist.com/posts/5047014,For Sale:  Browning BLR 308,"Newglarus, Madison, Wisconsin",$ 750,"Listed On: Sunday, January 24, 2016",Rifles,Browning                                                                                ,308/7.62 NATO                                                                                ,Lever Action                                                                                ,Rifle,Browning BLR 308 Winchester lever action with see thru mounts and bushnell veariable scope
15,http://www.armslist.com/posts/5047015,For Sale:  Hodgdon Powders,"Waynedale, Fort Wayne, Indiana",FREE,"Listed On: Sunday, January 10, 2016",Reloading,no type,no type,no type,no type,H4198 - $30        IMR4064 - $30     IMR4895 - $32     International - $24    700x - $27             800x - $27              H1000 - $35           IMR3031 - $32        H4895 - $30     H380 - $30          H335 - $28          Pyrodex P - $25   Titewad - $20            Hybrid 100 - $28    Benchmark - $32     Pyrodex RS - $25   IMR4227 - $30        Lilgun - $28Trip7 TripF - $30  Pyrodex select - $25                       Longshot - $27         WSF - $28              IMR4320 - $32        Leverevolution - $32    H414 - $27        760 ball - $30748 ball - $28      Reloader 25 - $28   HS6 - $30         8208 XBR - $30        H322 - $32           IMR4350 - $30
16,http://www.armslist.com/posts/5047016,For Sale:  Uzi,"Rosevills, Sacramento, California",$ 950,"Listed On: Tuesday, January 19, 2016",Rifles,Israel Weapon Industries                                                                                ,9mm Luger (9x19)                                                                                ,Semi-automatic                                                                                ,Rifle,"9mm Uzi carbine, with Hebrew IMI parts kit and Nodak/ McKay reciever coated witb Gunkote. American made parts for 922r compliance. Come witth grip fin for featureless mode, but also have the CA Uzi bullet button. Stock has been fixed in the unfolded position for OAL compliance (also comes with another folding stock). Extremely low round count, fun shooter."
