,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/7641000,Want To Buy:  Smith & Wesson 610 10mm,"Knoxville-all over, Knoxville, Tennessee",$ 1,"Listed On: Wednesday, November 29, 2017",Handguns,Smith & Wesson                                                                                ,10mm                                                                                ,Double / Single Action                                                                                ,Revolver,I am looking to purchase or trade for a model 610 smith & wesson chambered in 10mm.Please contact me if you have one and are interested in selling or trading for it. Please have a price or trade value in mind before contacting me. Thank You and Merry Christmas !!
2,http://www.armslist.com/posts/7641002,For Sale/Trade:  Glock 19 Gen 4,"Vail, Tucson, Arizona",$ 700,"Listed On: Wednesday, November 29, 2017",Handguns,no type,no type,no type,no type,Looking for an Ak pistol to trade for my new glock. Slide milliing and np3 battlworn coat.Please email or text with pictures and offers REDACTED
3,http://www.armslist.com/posts/7641003,For Sale:  Ruger Mini 30,"South Miami, Miami-Dade, South Florida",$ 675,"Listed On: Thursday, December 28, 2017",Rifles,Ruger                                                                                ,7.62x39                                                                                ,Semi-automatic                                                                                ,Rifle,"Ruger Mini 30. 5 mags 2 5 round, 1 10 round AND 2 20 ROUND.flash hider. Black synthetic like new. $700.00 OBO trades possible. Don REDACTED"
4,http://www.armslist.com/posts/7641004,For Sale:  Colt Mustang Pocketlite .380 (C13245),"Houston, Texas, United States",$ 600,"Listed On: Friday, December 22, 2017",Handguns,Colt                                                                                ,380 ACP                                                                                ,Single Action                                                                                ,Pistol,Colt Mustang Pocketlite .380 caliber pistol. Stainless Pocketlite in excellent condition with box and extra magazine.http://www.collectorsfirearms.com/colt-mustang-pocketlite-380-c13245/
5,http://www.armslist.com/posts/7641005,"Want To Buy:  WTB NIB Glock 40 MOS, 41 MOS, or 17L","33609, Tampa/St. Pete, Florida",Offer,"Listed On: Wednesday, November 29, 2017",Handguns,Glock                                                                                ,no type,no type,Pistol,"I'm interested in a new Glock 40 MOS, 41 MOS, or 3rd Gen 17L. I won't pay an unreasonable price, but I'm not looking for a great deal. Contact me with one of those Glocks & a fair price and we should have a deal. Must be NIB. Must be FTF.8I3-3I6-83OI"
6,http://www.armslist.com/posts/7641006,For Sale/Trade:  12 GA Benelli Nova Tactical NEVER FIRED,"98043, Seattle, Washington",$ 300,"Listed On: Monday, December 4, 2017",Shotguns,Benelli                                                                                ,12 Gauge                                                                                ,Pump Action                                                                                ,Shotgun,"I am selling my 12 GA Benelli Nova Tactical edition Shotgun, 5+1 Capacity. The gun is in absolute mint condition, zero wear, zero scratches, NEVER FIRED, just cleaned/oiled and stored in a case. I have other guns and simply dont have a use for this gun and would like to see it go to a good home. If you know anything about pump actions, you'll know this is a really good model. Comes with a nice neoprene carry strap, 2 boxes of Fiocchi buckshot, 1 box of Win birdshot, and a cleaning kit with rod and brushes and swabs if you want it. Price is pretty firm, but I am also willing to trade for quality 9mm ammo, pistol, .22 semi-auto rifle, or even some electronics.. Let me know what you have to offer, worst I can say is no thanks. I am available some afternoons, fridays, and weekends to meet at an FFL and do the transfer into your name. Thank you for looking!keywords: 12 Gauge, 10 gauge, shotgun, tactical, home defense, pump"
7,http://www.armslist.com/posts/7641007,For Sale:  Anderson ar-15,"Philomath, Corvallis / Albany, Oregon",$ 600,"Listed On: Wednesday, November 29, 2017",Rifles,Anderson Manufacturing                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,I have a Anderson ar-15 for sale with magpul acs-l stock and magpul handguards and hogue grip. It has a spikes tactical muzzle break and vortex strike fire red/green sight. I’m asking 600 obo never been shot brand new.
8,http://www.armslist.com/posts/7641008,For Sale:  CZ Scorpion EVO 3,"Franklin, Nashville, Tennessee",$ 725,"Listed On: Wednesday, December 6, 2017",Handguns,CZ USA                                                                                ,9mm Luger (9x19)                                                                                ,Bolt Action                                                                                ,Pistol,"CZ Scorpion EVO 3 Brand New in the box, Never fired. Comes with all paperwork, CZ bore snake and 2 mags. I am pretty sure this psitol is discontinued but not 100% sure. $750You MUST have a valid Tennessee Drivers License (I prefer you to have a Carry permit), be willing to show me your ID and sign a bill of sale. CASH ONLY. Not interested in trades."
10,http://www.armslist.com/posts/7641010,For Sale/Trade:  FNS40,"northside, Jacksonville, Florida",$ 0,"Listed On: Wednesday, November 29, 2017",Handguns,FN Herstal S.A.                                                                                ,40 S&W                                                                                ,no type,Pistol,Have an FNS .40. Would most like to trade for the same in 9mm. Will consider other 9mm. Great gun with only a few rounds through ech mag. Just like to go to one size ammo.Trade or sell for value of $450. Thanks
11,http://www.armslist.com/posts/7641011,For Sale:  SIG SAUER P229 LEGION 9MM $999,"CLINTON, Kansas City, Missouri",$ 999,"Listed On: Saturday, February 17, 2018",Handguns,Sig Sauer                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,VERY NICE USED SIG SAUER P229 LEGION 9MM WITH BOX AND ONE MAGAZINE!
