,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/7846000,For Sale:  Glock 23 Gen 4,"Orange Park, Jacksonville, Florida",$ 480,"Listed On: Thursday, January 18, 2018",Handguns,Glock                                                                                ,40 cal                                                                                ,no type,Pistol,"Comes with case, 3 mags, and night sites. Price is firm."
1,http://www.armslist.com/posts/7846001,"For Trade:  HK's, Optics, and Extras oh my!","Thornton, Denver, Colorado",Offer,"Listed On: Thursday, January 18, 2018",Handguns,Heckler & Koch                                                                                ,45 ACP                                                                                ,Double / Single Action                                                                                ,Pistol,"I would like to trade these items in a package hopefully for a nice firearm.  I will post what I'm interested in, however as always let me know what you have.  The worst thing I can say is no. Not interested in cash at this time.1) HK USP 45ct.  I put new metros on it.  It is super  super low round count. Comes with original box and papers. Trade value 825.2) HK P30L in .40SW.  LNIB.  You will be pleased by the condition. Trade value 650.3) HK USP .40SW.  Made in 1994 and was a police trade in from New Jersey PD.  I have cerakoted it; bought a 9mm conversion barrel, and also outfit it with night sights.  It is so smooth it will be the hardest to let go.  Comes with a serpa and a ton of mags. Trade Value 500.4) Trijicon MRO on an American Defense quick detach base.  She's real nice. Comes looking bnib. Trade value 550."
4,http://www.armslist.com/posts/7846004,For Sale:  Bucket  of 308win /7.62x51mm  (320) rounds  for .45 cents a round,"White bear lake mn, Minnesota, United States",$ 144,"Listed On: Thursday, January 18, 2018",Ammo,no type,no type,no type,no type,. ZQI .45 cents a round no trades or lowballers
6,http://www.armslist.com/posts/7846006,For Trade:  WWII Enfield For Trade,"Fayetteville, Fayetteville, North Carolina",Offer,"Listed On: Monday, April 23, 2018",Rifles,no type,303 British                                                                                ,Bolt Action                                                                                ,Rifle,US Property marked No4 MK1* for trade. Chambered in standard British .303. Looking to trade for other military bolt action rifles or anything old.  Not willing to ship. Local only.  I can email more detailed pictures upon request.
7,http://www.armslist.com/posts/7846007,Want To Buy:  Surefire X300,"Washington, Greenville, North Carolina",Offer,"Listed On: Tuesday, January 23, 2018",Gun,no type,no type,no type,no type,"Looking for Surefire X300 in Greenville/Washington area. Cash deal, let me know what you have."
8,http://www.armslist.com/posts/7846008,For Sale:  Ar lower,"Akron, Akron, Ohio",$ 150,"Listed On: Thursday, January 18, 2018",Rifles,Anderson Manufacturing                                                                                ,no type,no type,Rifle,Complete anderson lower
9,http://www.armslist.com/posts/7846009,For Sale:  Glock 43,"Tuscaloosa-McCalla, Birmingham, Alabama",$ 500,"Listed On: Tuesday, January 23, 2018",Handguns,Glock                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"Glock 43 with night sights, box, 2 magazines, Vickers Tactical magazine release, and CYA IWB kydex holster. $500"
10,http://www.armslist.com/posts/7846010,For Sale:  Remington 700 AAC-SD .308,"Newington, Portsmouth, New Hampshire","$ 1,700","Listed On: Saturday, February 3, 2018",Rifles,Remington                                                                                ,308/7.62 NATO                                                                                ,Bolt Action                                                                                ,Rifle,Remington AAC-SD in .308 in a AICS with one mag. Chassis is a A&B Arms Gen 3 Mod x. Scope is a ATI gen 2 digital day/night vision 5x25. Asking $1700 for everything or $1200 with scope.  Can split take if the scope and sell separately. No trades.
11,http://www.armslist.com/posts/7846011,For Trade:  Looking for a Glock,"62801, St. Louis, Illinois",Offer,"Listed On: Thursday, January 18, 2018",Handguns,no type,no type,no type,no type,i have 2 handguns lookin to trade for a glock 23  or 19 gen 4 would Also consider a 22 gen 4 with night sights or extras if you have one you want to trade text me I will send pics and info on the 2 handguns I’m lookin to trade text REDACTED
12,http://www.armslist.com/posts/7846012,Want To Buy:  Ceramic Sapi/Esapi plates,"Castle Rock, Denver, Colorado",Offer,"Listed On: Saturday, May 5, 2018",Tactical,no type,no type,no type,no type,"Looking to pick up some plates. Particularly sapi, esapi, xsapi plates. Let me know now what you have."
14,http://www.armslist.com/posts/7846014,Want To Buy:  25acp,"Old North End, Burlington, Vermont",Offer,"Listed On: Thursday, January 18, 2018",Handguns,no type,no type,no type,Pistol,looking to buy a 25acp. Price is no big deal. Let me know what you have thanks!
16,http://www.armslist.com/posts/7846016,For Sale:  Marlin 783 22 Magnum,"Hamilton, Missoula, Montana",$ 300,"Listed On: Monday, April 2, 2018",Rifles,Marlin                                                                                ,22 Magnum                                                                                ,Bolt Action                                                                                ,Rifle,"In very good condition for a 30 year old gun. shot very little. afew handling marks.Comes with 4"" Scope mounted and sling.Prefer FTF will ship to FFL ,shipping extra."
17,http://www.armslist.com/posts/7846017,Want To Buy:  Revolvers wanted!,"Metro, Atlanta, Georgia",$ 500,"Listed On: Friday, February 16, 2018",Handguns,no type,no type,no type,Revolver,Looking for: - .22s- .38s / .357s- .44sLove Taurus revolvers but also open to other brands.Thanks. Willing to pay 250-500.
18,http://www.armslist.com/posts/7846018,For Sale:  Colt Model Python,"Texas, Texas, United States","$ 1,200","Listed On: Thursday, January 18, 2018",Handguns,Colt                                                                                ,357 Magnum                                                                                ,no type,Pistol,"GORGEOUS NEAR MINT CONDITION VINTAGE CLASSIC 1995 STAINLESS 6 INCH COLT PYTHON .357 COMBAT MAGNUM REVOLVER, BEYOND EXCELLENT CONDITION VINTAGE COLT PYTHON, EXCELLENT-NEAR MINT CONDITION IT HAS NO GRIPS SHIPPING IS AVAILABLE ,CALL OR TEXT 903-660-7831"
19,http://www.armslist.com/posts/7846019,For Sale:  Walther PPQ M2 9mm 2 15rds,"Madison, Huntsville, Alabama",$ 420,"Listed On: Thursday, January 18, 2018",Handguns,Walther                                                                                ,9mm Luger (9x19)                                                                                ,no type,Pistol,"Walther PPQ M2 9mm with 15rd magazines with Talon rubber grip. Pistol has less than 500 rounds through it. Logo has been color filled.  Awesome pistol, best trigger out of the box on striker fired pistols. Selling to fund a build. $420.00.  25six-4six8-zero049."
22,http://www.armslist.com/posts/7846022,For Sale:  Blackhawk© ACU Ruk Sack w/ frame,"Crestview, Okaloosa County, Florida",FREE,"Listed On: Thursday, January 18, 2018",Tactical,no type,no type,no type,no type,Brand New!!  Blackhawk© ACU Ruk Sack w/ frame. It has been sitting in my closet for a couple years now and never used it.These go for well over $200. Make me a cash or trade offer. I like Surefire© lights and AR Optics
23,http://www.armslist.com/posts/7846023,For Sale/Trade:  New ar15 for sale or trade,"Zanesville, Columbus, Ohio",$ 0,"Listed On: Thursday, January 18, 2018",Rifles,Palmetto State Armory                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,Hello I have a psa ar 15 that’s all on magpul furniture and has the 223 Wylde barrel it has a 1/7 twist rate zero rounds been through it I’m looking to sale today or by this weekend I’m asking 550 cash firm has the magpul sites and truglow red dot site any interest at all text REDACTED thanks
24,http://www.armslist.com/posts/7846024,For Sale:  LNIB Ruger SR-22,"Fairfield, Cincinnati, Ohio",$ 300,"Listed On: Thursday, January 18, 2018",Handguns,Ruger                                                                                ,22 Long Rifle                                                                                ,Double / Single Action                                                                                ,Pistol,Like new SR-22 with less than 50 rnds fired. Comes with 2 mags and everything that it came with new.No trade offers please and buyer must be willing to meet @ Bass pro shop.
25,http://www.armslist.com/posts/7846025,For Sale:  CZ P-10C 9mm NIB FOR SALE,"Danbury/Bethel/Bew Milford/Ridgefield, Connecticut, United States",$ 499,"Listed On: Thursday, January 18, 2018",Handguns,CZ USA                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,SKU: 01520. NEW IN BOX.  SERIAL # 4XXXXXX NEVER FIRED.COMES WITH EVERYTHING IN THE BOX EXCEPT THE APLc WML AS SHOWN IN THE PHOTO. WILL DELIVER/TRANSFER IN A FFL DEALER IN BETHEL/DANBURY/NEW MILFORD AREAOnly local cash sales. No shipping or out of state sales and NO TRADES. CT Permit holders only!
26,http://www.armslist.com/posts/7846026,For Sale/Trade:  CZ P-10C,"minneapolis, Minneapolis / St. Paul, Minnesota",$ 475,"Listed On: Thursday, January 18, 2018",Handguns,CZ USA                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"150 rounds through it, looks brand newCarried it twicecomes with 2 15 round magazines and 1 17 round magazine. 1 IWB kydex holsterlooking to sell only interested in one trade."
27,http://www.armslist.com/posts/7846027,For Sale:  Remington 870 Express Tactical,"Waterloo, Waterloo, Iowa",$ 400,"Listed On: Thursday, January 18, 2018",Shotguns,Remington                                                                                ,12 Gauge                                                                                ,Pump Action                                                                                ,Shotgun,"Selling my Remington 870 Express Tactical.  This model has the picatinny rail on the reciever, XS ghost ring sights, and 6+1 capacity.  Open to trades but cash is preferred."
29,http://www.armslist.com/posts/7846029,For Sale/Trade:  Kimber Eclipse CLEII,"Hanover, Richmond, Virginia",$ 900,"Listed On: Sunday, January 28, 2018",Handguns,Kimber                                                                                ,45 ACP                                                                                ,Single Action                                                                                ,Pistol,I have a Kimber Eclipse CLEII (Custom Limited Edition) that i would like to trade. There were only 271 of these guns ever made and I have the box and every thing that it came with from the factory. I am open to all reasonable offers but my top trades are listed below. I can't get the pictures to upload correctly but will send better pictures by email.
33,http://www.armslist.com/posts/7846033,For Sale:  Ruger,"Clover, Rock Hill, South Carolina",$ 450,"Listed On: Friday, January 26, 2018",Handguns,Ruger                                                                                ,22 Long Rifle                                                                                ,Single Action                                                                                ,Pistol,Ruger Mark 2 with Leopold scope. .22 long rifle
34,http://www.armslist.com/posts/7846034,"For Sale/Trade:  Glock 19 G4 MOS with Vortex Venom, APL-C + More","Ft Bragg, Fayetteville, North Carolina",$ 0,"Listed On: Thursday, January 18, 2018",Handguns,Glock                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"Glock 19 Gen 4 MOS with Vortex Venom (brand new just mounted), Trijicon Suppressor night sights for co-witness, complete Pyramid drop in trigger, extended mag and slide release, Inforce APL-C, Werkz IWB holster that fits the 19 with APL, box, and 3 mags. Can include additional holsters + accessories for the right deal. I have the box for the Venom as well as all the mounting plates for the slide. I do not have the Inforce APL-C box."
35,http://www.armslist.com/posts/7846035,For Sale:  Weatherby PA-459,"Grandville, Grand Rapids, Michigan",$ 450,"Listed On: Thursday, January 18, 2018",Shotguns,Weatherby                                                                                ,12 Gauge                                                                                ,Pump Action                                                                                ,Shotgun,"dont want to sell but I’m in a pinch, less than 40 rounds thru itfastest response text REDACTED"
