,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
5,http://www.armslist.com/posts/6578005,For Sale:  Voyager Angler Kayak,"Moore, Oklahoma City, Oklahoma",$ 249,"Listed On: Friday, September 8, 2017",Miscellaneous,no type,no type,no type,no type,For sale is a pre-owned: Voyager Angler Kayak.Includes 1 paddle. Kayak is in good condition.
8,http://www.armslist.com/posts/6578008,For Sale:  DPMS AR15,"Prattville, Montgomery, Alabama",$ 600,"Listed On: Sunday, March 12, 2017",Rifles,DPMS                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"DPMS AR15 with a magpul stock and grip, sight mark holographic scope with a laser, and 30 round clip that came with it and 40 round magpul magazine. Comes with box and original stock and grip. Text if interested REDACTED"
10,http://www.armslist.com/posts/6578010,For Trade:  HK p2000 v3 9mm,"Oklahoma city, Oklahoma City, Oklahoma",Offer,"Listed On: Sunday, March 12, 2017",Handguns,Heckler & Koch                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,I have a mint like new condition HK p2000 in 9mm box two mags hold 13 rounds and three back straps. For trade only
11,http://www.armslist.com/posts/6578011,For Sale:  MOSIN NAGANT WITH AMMO AND ACCESSORIES,"CENTRAL, Winchester, Virginia",$ 200,"Listed On: Sunday, March 12, 2017",Rifles,IO Inc                                                                                ,7.62x54R                                                                                ,Bolt Action                                                                                ,Rifle,"FOR SALE, NEGOTIABLE PRICE:
MOSIN-NAGANT: 1926 TULA MANUFACTURE RIFLE
IN FAIR CONDITION
EXCELLENT SHOOTER
STOCK SHOWS REPAIR, UPPER STOCK TRIM SHOWS WEAR. BLUING IS GOOD, ALL COSMOLINE HAS BEEN REMOVED.
BOLT CYCLES CLEANLY, ROUNDS FEED WITH NO ISSUES (STEEL AND BRASS)
BARREL, ETC SHOW IO IMPORT MARKS
GOOD BORE
RIFLE COMES WITH:
ORIGINAL STYLE SLING
CRUCIFORM SPIKE BAYONET
RUSSIAN CLEANING KIT WITH BOTTLE AND TOOLS
CLEANING KIT POUCHES
APPROX. 100 ROUNDS BRASS CASE 54R
 
 
MORE PICTURES AVAILABLE ON REQUEST
TEXT REDACTED"
13,http://www.armslist.com/posts/6578013,"For Sale:  11.5"" AR15","Minnetonka, Minneapolis / St. Paul, Minnesota",$ 525,"Listed On: Monday, May 1, 2017",Rifles,Smith & Wesson                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"Hi Armslist, I have an 11.5"" AR15 that I am looking to sell (no trades) The specs are as follows:11.5"" 1/7 twist barrel, carbine gasSeekins adjustable gas blockA2 flash hider Troy industries 9"" free float handguardSmith and wesson lower and upperPSA mil spec BCG and lower parts kitSB Tactical Pistol BraceTango Down pistol gripMagpul BUISComes with 30rd USGI magazineDuracoated FDE (can be easily removed) The Duracoat does have some minor wear to it. On the handguard, ejection port, and mag well. Duracoat while very durable, will wear quicker than standard anodizing. The gun was listed for sale here back in march with a .300 blackhout barrel, changed the barrel out to this 11.5"" .223 due to lack of interest in the .300.Perfect function and very shootable. Asking $525. Must have PTP/PTC, MN Resident only, no shippingFor more pictures, please email me. 
THanks,"
15,http://www.armslist.com/posts/6578015,For Sale/Trade:  Shield 40,"Simpsonville, Greenville, South Carolina",$ 1,"Listed On: Sunday, March 12, 2017",Handguns,Smith & Wesson                                                                                ,40 S&W                                                                                ,Double Action                                                                                ,Pistol,Unfired in the box w/paperwork 2 magsREDACTED TextAsking $350/offer
22,http://www.armslist.com/posts/6578022,For Sale:  Springfield Loaded 1911,"Centerville, Dayton, Ohio",$ 675,"Listed On: Thursday, March 23, 2017",Handguns,Springfield                                                                                ,45 ACP                                                                                ,Single Action                                                                                ,Pistol,"A stainless steal Springfield loaded 1911. It is in good condition, does have some holster ware. It's had about 500 rounds through it. Comes with four magazine, dual magazine holder, holster, and all the original paperwork. I'm not open to trades. If interested or have any question let me know."
25,http://www.armslist.com/posts/6578025,For Sale:  Custom FDE AR15,"Riverside, Dayton, Ohio",$ 750,"Listed On: Sunday, March 12, 2017",Rifles,Anderson Manufacturing                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"I have for sale my FDE AR15. It is an Anderson lower reciever, Palmetto state stainless steel upper 1:8 with all Flat Dark Earth Magpul furniture on it. The reflex on it has been sighted in at 50 yrds. I have probably fired around 400 rounds through it, so it has a pretty low round count. Everything is mil-spec and as clean as the day they were bought. I am the only person that has owned this rifle. I am selling to finance a motorcycle so no trades please. My name is Alex. Thanks!"
27,http://www.armslist.com/posts/6578027,For Sale:  Remington 7mm 08 Classic Deluxe,"West Mobile, Mobile, Alabama",$ 850,"Listed On: Thursday, June 15, 2017",Rifles,Remington                                                                                ,7mm-08 Remington                                                                                ,Bolt Action                                                                                ,Rifle,"Remington 7mm 08, Model 700 Classic Deluxe, beautiful walnut stock with 24"" barrel. About 10 yrs old, I've only put 10 rounds through it and it's very accurate. It comes with soft case and 3 1/2 boxes of shells. Also comes with a Burris Euro Diamond 3-10x40 scope with 30 mm tube, American made, German Plex #4. Butt plate/recoil pad needs replaced which Remington will do at no charge, just haven't done it yet. Also some spotting on grip cap and forend tip but they're cheap and easy to replace. All wood and blueing are in great shape. $850 for both the rifle and scope. However, I'll sell the gun alone for $550 and keep the scope. I won't sell the scope alone."
30,http://www.armslist.com/posts/6578030,"For Sale:  Microtech Ultratech, Out The Front (OTF) Knife","Summerville, Charleston, South Carolina",$ 250,"Listed On: Sunday, May 7, 2017",Knives,no type,no type,no type,no type,"Selling my Microtech Ultratech.  Bought August 2016, great condition with original box; lightning fast deployment.Text REDACTED with questions."
31,http://www.armslist.com/posts/6578031,For Sale/Trade:  Virginian Dragoon 44 mag,"Findlay, Lima, Ohio",$ 475,"Listed On: Friday, April 21, 2017",Handguns,no type,44 Magnum                                                                                ,Single Action                                                                                ,Revolver,"Nice Virginian Dragoon 44 mag with a 7.5 in barrel, single action. Case hardening on the frame has faded. Bluing is excellent. Was built in the 70s, has dont tread on me stamped into the bottom metal of the grips. Shoots great. $475 obo WI'll consider trades. Text me at REDACTED"
32,http://www.armslist.com/posts/6578032,For Sale:  Kimber Solo,"Rock Hill, Rock Hill, South Carolina",$ 749,"Listed On: Saturday, April 29, 2017",Handguns,Kimber                                                                                ,9mm Luger (9x19)                                                                                ,Single Action                                                                                ,Pistol,Kimber Solo. Less than 100rd. I have the crimson laser and trace laser. Also come with extended clips and alien gear holster
33,http://www.armslist.com/posts/6578033,For Sale:  Vortex Viper HS-LR 6-24/w acc.,"South Hill, Spokane, Washington",$ 800,"Listed On: Sunday, March 12, 2017",Optics,Kimber                                                                                ,9mm Luger (9x19)                                                                                ,Single Action                                                                                ,Pistol,"Vortex Viper HSLR 6-24 FFP riflescope-- MOA reticle and MOA adjustments. Exposed Elevation turret, capped windage. I actually sent it in to Vortex to have the elevation adjustments changed over to 1/4MOA adjustments (from the factory these come with 1/2MOA elevation clicks and 1/4MOA windage clicks). One small ding on the scope, cosmetic only, near the front bell. Glass is clear and in perfect condition. Comes with the Switchview Throw Lever, Vortex Defender Scope Caps, and Vortex Precision Matched Rings (medium height). All told, this set up would run around $1200 ($899 scope+ $75 for 1/4MOA elev. conversion, $40 for caps, $60 throwlever, $130 rings). Asking $800 for the package. Comes with box, papers, all accessories (incl. sunshade, shims, etc). This is a great scope, ready to go for a long range rifle."
34,http://www.armslist.com/posts/6578034,For Sale:  Fabarm L4S,"Northeast, Madison, Wisconsin","$ 1,000","Listed On: Sunday, March 12, 2017",Shotguns,Caesar Guerini                                                                                ,12 Gauge                                                                                ,Semi-automatic                                                                                ,Shotgun,"Fabarm L4S Initial Hunter, 26"", includes 4/10 Skeet 2 choke, mint condition. Spotless."
35,http://www.armslist.com/posts/6578035,For Sale/Trade:  Sig Nightmare 1911 fastback,"indianapolis, Indianapolis, Indiana",$ 950,"Listed On: Monday, March 13, 2017",Handguns,Caesar Guerini                                                                                ,12 Gauge                                                                                ,Semi-automatic                                                                                ,Shotgun,"I would like to trade my Sig 1911 nightmare carry in .45 for a Sig Legion or towards a scorpion, mpx or factory 16 inch quality ar15 upper. This has bright tritium night sights and G10 grips, I also have a nice pair of VZ grips for the right deal. It comes with 2 magazines and case. I will sell for cash as well.Also interested in a S&W bodyguard plus cash or a nicer 1911"
36,http://www.armslist.com/posts/6578036,For Sale/Trade:  Ruger Super Blackhawk Bisley Hunter 44,"Sugarland, Houston, Texas",$ 700,"Listed On: Sunday, March 12, 2017",Handguns,Ruger                                                                                ,44 Magnum                                                                                ,Single Action                                                                                ,Pistol,"Stainless Hunter model with 7 1/2"" barrel, in great, like new condition. Only 50 rounds through it ,not enough to put the ring around the cylinder yet. Comes with original box. I have 150 rounds of Fiocchi as well. Looking for trades or cash. Interested in all types of firearms, especially 1911's Text 281-850-3799"
37,http://www.armslist.com/posts/6578037,"For Sale/Trade:  DoubleStar 20"" DMR Long Range Setup","Georgetown, Lexington, Kentucky",$ 900,"Listed On: Monday, March 13, 2017",Rifles,Doublestar                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"Have a doublestar HBAR 20"" Has Magpul PRS FDE Stock20"" hbar barrel 16.5"" free float slim railPinty 6-24x50 optic with 3 "" sunshade and flip up lens coversMagpul trigger GuardMagpul gripKrinkov 2 piece brake Forgetting some parts I'm sureVery accurate rifleHave 1200 invested.Sell $900 cash or trade value $1200REDACTED text me for quicker response"
38,http://www.armslist.com/posts/6578038,For Sale:  Ruger LCR 357 Magnum w/ NEW 24/7 Xs night site,"New Jersey, New Jersey, United States",$ 400,"Listed On: Sunday, March 12, 2017",Handguns,Ruger                                                                                ,357 Magnum                                                                                ,Semi-automatic                                                                                ,Pistol,"This is a Ruger LCR 357 Magnum, 5 shot revolver, I installed 24/7 XS Night Sight on the front 7-2016. Pinned and loctite. Excellent revolver , I have 2 so getting rid of 1.I only interested in $ not trades. Due to the volume of auctions towards my liquidation, no additional pictures or reserve given. I will however answer your questions by email. I am liquidating most of my collection."
39,http://www.armslist.com/posts/6578039,For Sale/Trade:  Glock 34 gen 4 grey nib,"Kettering, Dayton, Ohio",$ 675,"Listed On: Sunday, March 12, 2017",Handguns,Glock                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,Brand new in box Glock 34 gen 4 grey frame 9mm with all factory accessories and tru glo Tfo night sights new as well.      TEX REDACTED.                          If adds up it's still available
84,http://www.armslist.com/posts/6578084,"For Sale:  Verona SX 405S-12 12 gauge automatic, vent rib, screw in chokes only has 1, gun shoots great only had 1 box of shells through it","Sedaila, Kansas City, Missouri",$ 400,"Listed On: Monday, March 13, 2017",Shotguns,Verona                                                                                ,12 Gauge                                                                                ,Semi-automatic                                                                                ,Shotgun,"Verona SX405S-12automatic 12 gauge, synthetic stock, 3"" chamber, vent rib, with screw in chokes. Only has 1 with it"
99,http://www.armslist.com/posts/6578099,For Sale:  Norinco SKS w/bayonet,"Libby, Kalispell, Montana",$ 400,"Listed On: Sunday, March 12, 2017",Rifles,Norinco                                                                                ,7.62x39                                                                                ,Semi-automatic                                                                                ,Rifle,Excellent condition Norinco SKS bayonet sling extra hand guard $400 REDACTED
