,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/2880000,Want To Buy:  sks stock,"st paul, Minneapolis / St. Paul, Minnesota",$ 40,"Listed On: Saturday, April 19, 2014",Gun,no type,no type,no type,no type,I'm looking to buy a complete stock.for an sks either wood or synthetic what have you got and how much are you asking.
1,http://www.armslist.com/posts/2880001,For Sale:  44 magnum  one box,"Mukilteo, Seattle, Washington",$ 45,"Listed On: Sunday, March 30, 2014",Ammo,no type,no type,no type,no type,Qty fifty one box please call REDACTED
2,http://www.armslist.com/posts/2880002,"For Sale/Trade:  7.5"" ADAMS ARMS PDW TACTICAL ELITE UPPER","Nashville, Tennessee, United States",$ 900,"Listed On: Friday, April 18, 2014",Gun,no type,no type,no type,no type,"http://www.adamsarms.net/7-5-pdw-tactical-elite-upper

Like new, about 200 rounds shot through it. Face to face only for cash or trade.
Email for fastest response!

MORE INFO BELOW
The 5.56 PDW Tactical Elite 7.5"" Upper is a short barreled pistol piston upper that incorporates the patented Adams Arms technology and the Samson Evolution extended free floating forearm. It comes with our proprietary Melonited heavy contour barrel and pistol length gas piston system. Because the piston chamber is the same size as the chamber on the rest of the Adams Arms gas lengths this 7.5"" upper now has the proper dwell time to get cyclic rate and bullet velocity needed to make this a viable short barreled option for any CQB scenarios. We've also added a 7"" Samson free floating Evolution forearm giving the shooter the ultimate tactical option in a personal defense weapon. This creates the shortest, most reliable, and accurate complete upper.

*Weight: 3.847 lbs

Specifications:

Upper Receiver: A4 Flat-Top, Forged

Barrel Length: 7.5""

Barrel Contour: Government

Barrel Material: 4150 Chrome Moly Vanadium Steel

Muzzle Thread Pattern: 1/2""-28

Chrome Lined: No

Barrel Finish: QPQ Melonite / Black Nitride

Twist Rate: 1 in 7""

Chamber: 5.56x45mm NATO

M4 Feed Ramps: Yes

Bolt Carrier: 1-Piece w/Integral Piston Strike Face

Muzzle Device: A2 Flash Hider

Gas System Length: Pistol, Short Stroke Piston Operated

Gas Block Diameter: 0.750""

Handguard: Free Float Quad Rail

Sights: None, Single Rail Gas Block

Weight: 3.847 lbs"
3,http://www.armslist.com/posts/2880003,For Sale/Trade:  Full Size M&P 40 cal with 4 mags and range kit with available factory 9mm conversion,"Sumerville, Charleston, South Carolina",$ 550,"Listed On: Sunday, March 30, 2014",Handguns,Smith & Wesson                                                                                ,40 S&W                                                                                ,Double Action                                                                                ,Pistol,"Full Size M&P 40 cal with 3 10 round magaziness, 1 15 rounder and range kit. Apex trigger mods and pachymar grip. Apex kit was $90 plus installation.

Range kit includes double mag holder, mag loader, serpa holster.  Original box, paperwork, first round fired and a total of three backstraps.

Can include factory 9mm drop in barrel and two factory 9mm ten round mags.  The 9mm extras are new still in plastic and never used.  Price for extras is $175

Don't pay $500 for a police trade in or a M&P with no extras and 1 mag and no Apex kit"
4,http://www.armslist.com/posts/2880004,For Sale:  Mossberg 500 shotgun,"west, Wichita, Kansas",$ 275,"Listed On: Sunday, March 30, 2014",Shotguns,Mossberg                                                                                ,12 Gauge                                                                                ,Pump Action                                                                                ,Shotgun,"Mossberg 500 shotgun with vent rib barrel.  Has 4 position stock with Blackhawk slide. 2 3/4"" and 3"". 1 box 00 buck."
5,http://www.armslist.com/posts/2880005,For Sale:  40mm ammo cans,"Oakland,Ne., Nebraska, United States",$ 21,"Listed On: Sunday, April 20, 2014",Miscellaneous,no type,no type,no type,no type,"40 mm ammo cans.  New condition. lid comes off, latch on both ends.  4 available now, but more in the next week."
6,http://www.armslist.com/posts/2880006,For Sale:  GSG 522,"Great Bend, Kansas, Kansas, United States",$ 450,"Listed On: Sunday, March 30, 2014",Rifles,German Sport Guns                                                                                ,22 Long Rifle                                                                                ,Semi-automatic                                                                                ,Rifle,"Gsg 522 .22 Lr with 3- 22 round magazines, soft carrying case, and 1,147 rounds of .22 long rifle ammo (missing 200 rounds in the photo).

 $400 cash

Text  REDACTED for more info"
8,http://www.armslist.com/posts/2880008,For Sale:  CZ American 17 Hornet & Ammo,"Mexico MO, Columbia, Missouri",$ 550,"Listed On: Sunday, March 30, 2014",Rifles,CZ USA                                                                                ,no type,Bolt Action                                                                                ,Rifle,I've got a cz American 17 hornet that is in perfect condition. I sighted the gun in using 12 rounds and it is a very good shooter. I have the same gun in 22 hornet and don't ever shoot this one. It comes with 1 1/2 boxes of hornady ammo. Original box and rings included. Has set in my safe it's whole life except for the day I sighted it in. Needing to get a new scope so I'm looking to move this gun. The picture is the 100 yard group I shot when sighting this gun in. Please email if you have any questions.
9,http://www.armslist.com/posts/2880009,For Sale:  Ruger Red Label O/U 12ga.,"okc, Oklahoma City, Oklahoma",$ 899,"Listed On: Sunday, March 30, 2014",Shotguns,Ruger                                                                                ,12 Gauge                                                                                ,Over and Under                                                                                ,Shotgun,"Ruger Red Label O/U 12ga.
This is the new & improved version. MSRP is $1399 when you can find these things..
26in"" barrel, backbored 3in chamber, blued with gold bead
american walnut stock, smooth SS receiver
Ruger padded cary case with a set of Briley chokes and choke wrench as seen in photo.

I'm not 100% that I want to let this gun go, but I need a little extra cash. I will accept $900 FIRM or a partial trade for a GEN 2 Glock 19 or 23. No other trades please

OKC AREA"
10,http://www.armslist.com/posts/2880010,For Sale:  mosin nagant ammo,"dtc denver, Denver, Colorado",$ 100,"Listed On: Monday, March 31, 2014",Ammo,no type,no type,no type,no type,7.62x54r NATO rounds I have 220 rounds open to trade looking for ar15 barrel or nice bolt carrier let me know what you got thanx you can contact me Rocco REDACTED
