,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
1,http://www.armslist.com/posts/2144001,For Sale/Trade:  New PS3 250GB,"Crestwood, Louisville, Kentucky",$ 400,"Listed On: Monday, October 7, 2013",Miscellaneous,no type,no type,no type,no type,I bought this PS3 last December. I have played it only a handful of times. I'm just more of an Xbox fan.  It comes with 8 games and 3 controllers.  I need to sell it so that I can get a nice left handed compound bow or a nice hunting rifle. Would possibly trade for a 12 gauge shotgun. $400 cash $500 trade. Text me at REDACTED or email me on here.
2,http://www.armslist.com/posts/2144002,For Sale:  22-250 Browning A-bolt varmint eclipse,"North East, North Dakota, United States","$ 1,300","Listed On: Wednesday, October 30, 2013",Rifles,Browning                                                                                ,22-250 Remington                                                                                ,Bolt Action                                                                                ,Rifle,Got a Browning A-bolt varmint eclipse for sale. Gun is 99%. No dings or scratches at all. Comes with a Leupold vxIII 8.5-25x50mm long range scope. Harris bipod. Heavy duty leather sling. Air tight heavy duty flight case.
3,http://www.armslist.com/posts/2144003,For Sale/Trade:  nib HK usp 45 full size,"longview, Southwest Washington, Washington",$ 0,"Listed On: Tuesday, October 29, 2013",Handguns,Heckler & Koch                                                                                ,45 ACP                                                                                ,Single Action                                                                                ,Pistol,"Have a never fired hk usp full size 45 with 5 hi-cap mags, want to trade towards a full size 1911 can add cash on my end please call or text randie at REDACTED or email REDACTED thanks"
4,http://www.armslist.com/posts/2144004,For Sale/Trade:  18 inch rims with tries,"desoto, St. Louis, Missouri",$ 300,"Listed On: Sunday, September 22, 2013",Vehicles,no type,no type,no type,no type,"I have 4 18 inch rims there 5 lug rims they look good they fit Mazda, Ford, front wheel drive cars. The tries on them are descent but one is bad but holding air. I have 4 other tires that come with them there pretty good. $300obo
please text only anytime REDACTED"
5,http://www.armslist.com/posts/2144005,For Sale/Trade:  410 single shot,"newport richey florida, Tampa/St. Pete, Florida",$ 100,"Listed On: Sunday, September 22, 2013",Shotguns,no type,410                                                                                ,Break Open                                                                                ,Shotgun,nice condition
6,http://www.armslist.com/posts/2144006,For Sale/Trade:  PSA AR-15 Brand NEW,"Clearwater, Tampa/St. Pete, Florida",$ 1,"Listed On: Sunday, September 22, 2013",Rifles,Palmetto State Armory                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"I've got a brand new, never fired Palmetto State Armory AR 15 for sale or trade. 

Specs:
Palmetto state armory from FN
Mid length gas system 
1/7 557 NATO chrome linned 16 inch barrel
Mpi,pressure tested 
Mil spec forged Lower and upper
Free float 13 inch pencil rail 
Combat trigger 
Phantom flash hider 
Mil spec tube and buffer 
M16 chrome linned auto bolt group and carrier 

The weapon also has flip up front and rear sites, plus rails to fit various attachments. I have a little over 500 rounds of .556 and two P mag 30 magazines to give for the right deal. I am interested in trades plus cash or will consider cash offers as well. Trades are listed below"
8,http://www.armslist.com/posts/2144008,For Sale/Trade:  Chiappa .22 AR upper,"Marysville, Columbus, Ohio",$ 240,"Listed On: Saturday, October 5, 2013",Rifles,Chiappa                                                                                ,22 Long Rifle                                                                                ,Semi-automatic                                                                                ,Rifle,"Save money by shooting .22 with your ar. This is a complete upper that fits on your lower. Includes 2 magazines. Prefer cash, but will consider firearm trades. Check out my other firearms and feel free to make 2 for 1 offers. I will also reduce cost of items, if you would lime to purchase more than one."
9,http://www.armslist.com/posts/2144009,For Sale:  NIB (NEW IN BOX) BROWNING A5 SEMI-AUTOMATIC,"Travelers Rest, Greenville, South Carolina","$ 1,100","Listed On: Sunday, September 22, 2013",Shotguns,Browning                                                                                ,12 Gauge                                                                                ,Semi-automatic                                                                                ,Shotgun,"Browning A5 Semi-Automatic, Mossy Oak Breakup, NEVER SHOT, NEVER LOADED, Humpback Design, 12 ga., 3 Chokes, 30"" Barrel, Hold 4+1, Shoots 2 3/4"" & 3"" Shells, Comes with Browning Hard Case.   I will sell for $1100.  Sorry, NO TRADES"
11,http://www.armslist.com/posts/2144011,For Sale:  Kimber Stainless Target II in 9mm 1911,"Owasso, Tulsa, Oklahoma",$ 950,"Listed On: Saturday, September 28, 2013",Handguns,Kimber                                                                                ,9mm Luger (9x19)                                                                                ,Single Action                                                                                ,Pistol,"Almost new Kimber Stainless Target II in 9mm. Shoots like a dream and is great for the range, competition or home defense. I'm building a .40 competition pistol and must sell this one to help with funding."
12,http://www.armslist.com/posts/2144012,For Sale:  PMC 223 Rem w/ MTM 100Rd Flip-Top Ammo Box,"southside, Indianapolis, Indiana",$ 90,"Listed On: Sunday, September 22, 2013",Ammo,no type,no type,no type,no type,"PMC 223 Rem w/ (2)MTM 100Rd Flip-Top Ammo Box for sale. 

I have 200 rounds in (2) MTM ammo box.

http://www.amazon.com/MTM-Round-Flip-Top-Rifle-Green/dp/B001Q8D55C"
