,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/527000,For Sale/Trade:  Nice Smith & Wesson model 17-5,"Shelby, Charlotte, North Carolina",$ 700,"Listed On: Wednesday, August 22, 2012",Handguns,Smith & Wesson                                                                                ,22 Long Rifle                                                                                ,Double Action                                                                                ,Revolver,"Will sale or trade this S&W model 17-5.
Great shape with checkered wood grips."
1,http://www.armslist.com/posts/527001,For Sale:  New Mossberg 500 Turkey  12ga,"Oklahoma City, Oklahoma City, Oklahoma",$ 330,"Listed On: Tuesday, September 18, 2012",Shotguns,Mossberg                                                                                ,12 Gauge                                                                                ,Pump Action                                                                                ,Shotgun,"Brand New Mossberg 500 Turkey 12ga shotgun.....

We are able to ship anywhere in the U.S. that can legally recieve the firearm. Cost of shipping would be $20.00

visit us at www.soonerstatepawn.com for more great deals..."
2,http://www.armslist.com/posts/527002,"For Sale:  Case of 12 MREs, Menu B","waukesha, Milwaukee, Wisconsin",$ 60,"Listed On: Wednesday, August 22, 2012",Miscellaneous,no type,no type,no type,no type,"This case has just been sitting in the closet so Its time for it to go. The box remains unopened and in very good condition. It contains 12 ready to go MREs that are perfect for hiking, camping, or just long term storage. Price is $60. Email with any questions."
3,http://www.armslist.com/posts/527003,For Sale:  Walther PPQ 9mm,"Union Co, Charlotte, North Carolina",$ 500,"Listed On: Wednesday, August 22, 2012",Handguns,Walther                                                                                ,9mm Luger (9x19)                                                                                ,no type,Pistol,"Walther PPQ 9mm for sale. Will come with 2 15rd mags, original box and paperwork. 500 flawless rds through it. Not looking for any trades at all, only cash. 

All NC laws must be followed. Local to Charlotte area only. You will need a valid NCDL and to show your CCW or give me a pistol permit. We both get a bill of sale.

Any requests for trades will not be responded to."
4,http://www.armslist.com/posts/527004,For Sale:  Ruger GP100 .357 4'' Barrel,"Mocksville,NC, Winston Salem, North Carolina",$ 475,"Listed On: Wednesday, August 22, 2012",Handguns,Ruger                                                                                ,357 Magnum                                                                                ,Double / Single Action                                                                                ,Revolver,"Up for sale, Ruger GP100 .357 4'' Barrel with box and all paperwork. Good condition,has a couple very minor nicks but barely noticeable. $475"
5,http://www.armslist.com/posts/527005,Want To Buy:  At-15 bolt carrier,"Ohio, Ohio, United States",Offer,"Listed On: Wednesday, August 22, 2012",Gun,no type,no type,no type,no type,Need an ar-15 bolt carrier. I don't care if it's the assembly and the carrier or if it's just the carrier. Don't want any noname Off brand. I want a quality reputable company. I can travel I don't care about the distance if the price is ok.
6,http://www.armslist.com/posts/527006,For Sale/Trade:  Browning B-92 44mag,"East side, Tucson, Arizona",$ 800,"Listed On: Wednesday, August 22, 2012",Rifles,Browning                                                                                ,44 Magnum                                                                                ,Lever Action                                                                                ,Rifle,Browning lever action B-92 44 mag I will send pictures from my phone because this iPad gives me trouble. REDACTED
7,http://www.armslist.com/posts/527007,For Sale/Trade:  Mosin-Nagant 7.62x54r,"walton county florida, Florida, United States",$ 1,"Listed On: Sunday, September 16, 2012",Rifles,no type,7.62x54R                                                                                ,Bolt Action                                                                                ,Rifle,1939 model Russian Mosin-Nagant 7.62x54r.Excellent condition.
10,http://www.armslist.com/posts/527010,For Sale:  Very Nice Pre-owned Mossberg 835 12ga,"Oklahoma City, Oklahoma City, Oklahoma",$ 400,"Listed On: Wednesday, August 22, 2012",Shotguns,Mossberg                                                                                ,12 Gauge                                                                                ,Pump Action                                                                                ,Shotgun,"We have a very nice pre-owned Mossberg 835 12ga.......

We can ship the firearm anywhere in the United States that can legally recevie the item. Cost of shipping would be $20.00

Visit us at www.soonerstatepawn.com for more great deals!"
11,http://www.armslist.com/posts/527011,For Sale:  Beretta 92FS - NEW Offers Welcome...,"North Suburbs, Chicago, Illinois",$ 575,"Listed On: Wednesday, August 22, 2012",Handguns,Beretta USA                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,"This is a new, never fired, Beretta 92FS

Picked it up at Bass Pro and suddenly need the cash so my loss is your gain.  Retail = $600 and am willing to part with it for a bit less and you save taxes and background check fee (= $50).

$575 Or Best REASONABLE Offer

As new, it comes with everything you get from the store:  Hard blue case, 2 x 15 round mags, cleaning rod/brushes, beretta lock, blue cup (apparently to keep box from crushing during shipping), outer box with upc codes etc, instruction manual and warranty. Will also include 4 boxes of ammo.

email me:  REDACTED

MUST have current Illinois FOID only.
Cash only please
Will meet daytime hours in North Suburbs to make exchange

These don't come along often, so first come = first serve. thanks."
12,http://www.armslist.com/posts/527012,For Sale:  Model 10 .38 Revolver-Blued,"Pevely, St. Louis, Missouri",$ 425,"Listed On: Wednesday, August 22, 2012",Handguns,Smith & Wesson                                                                                ,38 S&W Special                                                                                ,Double / Single Action                                                                                ,Revolver,"I have a S&W Model 10 .38 6-shot Revolver.  It is in pretty good shape.  It comes with a Black Leather Left-handed holster stamped ""Deputy"" on the back.
425.00 obo
Call Alan REDACTED"
14,http://www.armslist.com/posts/527014,For Sale/Trade:  Beretta Ultra Rare Pre 92G Prototype $825 OBO Or Trade,"Near North Sub, Chicago, Illinois",$ 875,"Listed On: Wednesday, August 22, 2012",Handguns,Beretta USA                                                                                ,9mm Luger (9x19)                                                                                ,no type,Pistol,"Believe this to be a one of a kind 92G. This is built by Beretta on a 92F and marked as such (92F on slide) Factory letter attesting to the serial # match and describing what this specific firearm is included (see pics)

In speaking to Beretta, they don't believe any G marked guns were made until the FS series began. More is described in the letter.

This is a factory ""Y"" gun that stayed in the factory a long time till released to another collector and then purchased by me.

One magazine - matching S/N box and papers

Once in a lifetime chance to add a centerpiece to your collection as the ""holy grail"" of a G collection

Gun is super clean, 96% or so, stored in a humidity controlled safe and brought out for pictures only.

---------------------- 
FTF in Illinois preferred or will ship to your FFL. Add $50.00 for Fed-X Priority Overnight w/ insurance. Cash (FTF) or USPS Money Order only"
15,http://www.armslist.com/posts/527015,For Sale/Trade:  Rock River Arms AR-15,"Denver, Denver, Colorado",$ 1,"Listed On: Wednesday, August 22, 2012",Rifles,Rock River Arms                                                                                ,9mm Luger (9x19)                                                                                ,Semi-automatic                                                                                ,Rifle,Sa
16,http://www.armslist.com/posts/527016,For Trade:  glock 34 gen 4,"campbellsville, Kentucky, United States",Offer,"Listed On: Wednesday, August 22, 2012",Handguns,Glock                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"have a glock 34 gen 4 to trade to glock 30 sf. have box,papers and 3 mags.less than 100 rds thru gun."
17,http://www.armslist.com/posts/527017,For Sale/Trade:  sith wesson/mossberg,"spfld ohio, Dayton, Ohio",$ 29,"Listed On: Wednesday, August 22, 2012",Handguns,no type,no type,no type,no type,"smith model 15,38spl combat masterpiece, 4in. blue,adj sights walnut grips fine shape with leather holster  1980s gun--290.00----

mossberg factory camo 835 super-mag , 28 inch  vent rib  3.5 -3inch mag   excell cond ,comes with 2 chokes and wrench  --225.00

maverick m-88 slugster 12 ga. slug barell with rifled sights nylon skeleton stock with pistol grip  nylon forarm  3 inch mag. ----185.00  obo

REDACTED"
18,http://www.armslist.com/posts/527018,For Sale:  Marlin Lever Action 30/30 - Model 30aw,"South County, St. Louis, Missouri",$ 300,"Listed On: Wednesday, August 22, 2012",Rifles,Marlin                                                                                ,30-30 Winchester                                                                                ,Lever Action                                                                                ,Rifle,"This is such a nice rifle. Very light use on this Marlin. 

Clean!

$300 with scope, or without scope, can negotiate some."
19,http://www.armslist.com/posts/527019,"For Sale:  Winchester Model 70, 7mm Rem Magnum.","NE Columbia, Columbia, South Carolina",$ 500,"Listed On: Wednesday, August 22, 2012",Rifles,Winchester                                                                                ,7mm Remington Magnum                                                                                ,Bolt Action                                                                                ,Rifle,"The 7mm Rem Magnum is an extremely powerful round that outperforms the 308 and 30.06 all day long, and the bullets are typically cheaper as well.  It shoots flat and far.  This rifle has a synthetic stock and all bluing is like new.  It is top with a simmons scope.  Winchester Model 70's are very well made. 500 OBO"
20,http://www.armslist.com/posts/527020,For Sale:  C93 for sale,"Nwa, Fayetteville, Arkansas",$ 700,"Listed On: Wednesday, August 22, 2012",Rifles,Century International Arms                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"C93 for sale, 5.56/.223 version of the Cetme.  2 magazines 40rnds each and bayonet included.  Have a full 30 cal ammo box and a pretty full 50cal ammo box as well.  Aprox 1300 high quality rnds, no brown bear or the like.  Ammo is available separately, not included.  And only after the rifle sells."
21,http://www.armslist.com/posts/527021,For Sale:  This weeks specials form C & S Firearms,"san tan valley, Phoenix, Arizona",$ 1,"Listed On: Wednesday, August 22, 2012",Handguns,no type,no type,Striker Fire,no type,"This Weeks Specials from C & S Firearms.
http://csfirearms.com/products.html

EAA SAR ST10 9mm 16rd $477.24 + Tax
Glock 22 with night sights and mag pouch $563.50 + Tax
Glock 23 with night sights $561.20 + Tax
Harrington & Richardson Pardoner 20ga $206.44 + Tax
Legacy Sports Citadel 1911-22 Tactical $334.99 + Tax
Marlin XT-22 RO $246.99 + Tax
Mossberg Flex 500 App Purpose 12ga $359.99 + Tax
USSG Inc/SAR SAR PA SP $309.99 + Tax
USSG Inc/SAR SAR Home Defense 12ga $459.99 + Tax

http://csfirearms.com/products.html
charlie@csfirearms.com"
22,http://www.armslist.com/posts/527022,For Sale:  Pre-owned Winchester Mod:12 16ga,"Oklahoma City, Oklahoma City, Oklahoma",$ 450,"Listed On: Tuesday, January 15, 2013",Shotguns,Winchester                                                                                ,16 Gauge                                                                                ,Pump Action                                                                                ,Shotgun,"Very Nice pre-owned Winchester model 12 16ga....

We can ship anywhere in the United States that can legally recieve the item. Cost of shipping would be $20.00

Also check us out on the web at www.soonerstatepawn.com"
23,http://www.armslist.com/posts/527023,For Sale/Trade:  Glock 22 (.40) Gen 3 Like new W/ 3 15 rd mags and Holster,"Denver, Denver, Colorado",$ 1,"Listed On: Wednesday, August 22, 2012",Handguns,Glock                                                                                ,40 S&W                                                                                ,Striker Fire                                                                                ,Pistol,"Gun is in freat shape. Just under 200 rds down the pipe. Has a holster ($89) 3-15 rd mags and a 2 mag holder. By responding to this add you are saying that you are legal to own and purchase guns. 
$550 obo Need this gone asap for another project
 Call or text 
REDACTED"
24,http://www.armslist.com/posts/527024,For Sale:  This weeks specials from C & S Firearms,"san tan valley, Phoenix, Arizona",$ 1,"Listed On: Wednesday, August 22, 2012",Rifles,no type,no type,no type,no type,"This Weeks Specials from C & S Firearms.
http://csfirearms.com/products.html

EAA SAR ST10 9mm 16rd $477.24 + Tax
Glock 22 with night sights and mag pouch $563.50 + Tax
Glock 23 with night sights $561.20 + Tax
Harrington & Richardson Pardoner 20ga $206.44 + Tax
Legacy Sports Citadel 1911-22 Tactical $334.99 + Tax
Marlin XT-22 RO $246.99 + Tax
Mossberg Flex 500 App Purpose 12ga $359.99 + Tax
USSG Inc/SAR SAR PA SP $309.99 + Tax
USSG Inc/SAR SAR Home Defense 12ga $459.99 + Tax

http://csfirearms.com/products.html
REDACTED"
25,http://www.armslist.com/posts/527025,For Sale:  Uberti Stallion .22 LR / .22 MAG Revolver,"East Brainerd, Chattanooga, Tennessee",$ 250,"Listed On: Wednesday, August 22, 2012",Handguns,Uberti                                                                                ,22 Long Rifle                                                                                ,Single Action                                                                                ,Revolver,"Almost brand new Uberti Stallion .22 LR / .22 MAG revolver. I bought it a few months ago and have put a few hundred rounds through it. It shoots well and is fun to play with, but I am looking to get a conceal carry gun so I am selling this one to raise a little extra money. 

Comes with 1 .22LR cylinder and 1 .22MAG cylinder.
I have kept it clean and oiled. Looks very nice."
26,http://www.armslist.com/posts/527026,For Sale:  Ruger LCP with lasermax,"downtown, Terre Haute, Indiana",$ 300,"Listed On: Wednesday, August 22, 2012",Handguns,Ruger                                                                                ,380 ACP                                                                                ,Single Action                                                                                ,Pistol,"Almost new RUGER LCP with laser max, comes with box, manual, case, pocket Holster, Lock and a very near to full box ammo. This gun has only had  7 rounds fired through it. text me 812-201-six-four-one-four"
27,http://www.armslist.com/posts/527027,For Sale/Trade:  Remington Model 788 22-250,"Jackson County, Ohio, United States",$ 450,"Listed On: Wednesday, August 22, 2012",Rifles,Remington                                                                                ,22-250 Remington                                                                                ,Bolt Action                                                                                ,Rifle,"Remington Model 788 Chambered in 22-250 with Barska Varmint Scope. $450 or trade. Open to any reasonable offers. Gun is in good shape with a few handling marks.

Make me some offers worst I can do is say no.  Thanks for Lookin'"
28,http://www.armslist.com/posts/527028,For Sale:  Remington Rand .45 ACP/1945 US ARMY,"Westside, Cleveland, Ohio","$ 2,000","Listed On: Wednesday, August 22, 2012",Handguns,Remington                                                                                ,45 ACP                                                                                ,no type,Pistol,"Remington Rand .45 US army. All stampings correct,
""FJA"" aft of trigger guard. Used in combat European theater.
Shoots flawlessly. 4 mags, 2 of which came with the pistol.
Original grips in mint condition. Rare beautiful gun.
$2,000 FIRM."
29,http://www.armslist.com/posts/527029,For Sale:  HK USP .45 in Desert Tan,"Huntington, WV, Huntington / Ashland, West Virginia","$ 1,000","Listed On: Wednesday, August 22, 2012",Handguns,Heckler & Koch                                                                                ,45 ACP                                                                                ,Double / Single Action                                                                                ,Pistol,I have a like new HK USP .45 in Desert Tan. This is a rare USP. Not many of the V1s were made in Desert Tan. It comes with two mags and box and booklet. One of the magazines have never been loaded. The serial number on the barrel has been cropped out of the picture. This gun is amazing.
30,http://www.armslist.com/posts/527030,For Sale:  Pre owned Ranger model 30 16ga,"Oklahoma City, Oklahoma City, Oklahoma",$ 250,"Listed On: Monday, December 24, 2012",Shotguns,no type,16 Gauge                                                                                ,Pump Action                                                                                ,Shotgun,"Pre owned Ranger model 30 16ga......

We are able to ship anywhere in the U.S that can legally recieve the firearm. Cost of shipping would be $20.00...

visit us at www.soonerstatepawn.com for more great deals!"
31,http://www.armslist.com/posts/527031,For Sale:  AK sight rakurs tritium sight,"Gainesville, Gainesville, Florida",$ 300,"Listed On: Wednesday, August 22, 2012",Tactical,no type,no type,no type,no type,"new sight,  tough and holds zero perfectly."
32,http://www.armslist.com/posts/527032,For Sale:  AR 15 complete upper w/7 1/2 inch barrel,"Henderson, Nevada, Las Vegas, Nevada",$ 500,"Listed On: Wednesday, August 22, 2012",Rifles,Palmetto State Armory                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"A complete ar 15 5.56/223 upper including bolt assembly with quad rail forgrip, never fired, wife said I have to git rid of it. I paid $550 I AM ASKING $500 firm REDACTED las tpic shows it on a lower, you need FFL stamp if you put on your ar rifle lower."
33,http://www.armslist.com/posts/527033,"For Sale:  Ruger Model 96, 44 Magnum Rifle, Like New in Box","NE Columbia, Columbia, South Carolina",$ 550,"Listed On: Wednesday, August 22, 2012",Rifles,Ruger                                                                                ,44 Magnum                                                                                ,Lever Action                                                                                ,Rifle,Very nice hard to find gun in new condition.  Fired 12 times and was stored in factory box since new.  It has all factory paperwork and factory ruger rings that came with gun still sealed in their package.  Manufacter date was 1997.  Perfect for a collector or someone wanting a really cool shooter.
