,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/5403000,For Sale/Trade:  Ruger M77 MkII Ulralight 30-06 with Vortex 4-12x44 scope and reloading equipment,"Fayetteville, West Virginia, United States",$ 900,"Listed On: Wednesday, April 20, 2016",Rifles,Ruger                                                                                ,30-06 Springfield                                                                                ,Bolt Action                                                                                ,Rifle,"This rifle is almost flawless and barely been shot. It has a vortex crossfire II 4-12x44 scope with dead hold bdc reticle. I also have 50 hornady casing, lee 4 die set, roughly 1000 .308 bullets in grain weight from 110 to 175 grains."
2,http://www.armslist.com/posts/5403002,For Sale:  Smith & Wesson SD9 VE 9mm,"Moore, Oklahoma City, Oklahoma",$ 300,"Listed On: Wednesday, April 20, 2016",Handguns,Smith & Wesson                                                                                ,no type,no type,Pistol,"I've got a nice 9mm for sale.  I believe it's had about 100 rounds through it. S&W SD9 VE. Comes with 2 clips, pistol hard case. Call or text REDACTED"
3,http://www.armslist.com/posts/5403003,For Trade:  Windham AR-15 .223/5.56,"St. Louis, St. Louis, Missouri",Offer,"Listed On: Wednesday, April 27, 2016",Rifles,Windham Weaponry                                                                                ,223/5.56 NATO                                                                                ,no type,Rifle,"This is a very nice Windham Weaponry WW-15. This is not the carbon fiber version. Included with the AR is 200 rounds of .223, sights, 2 mags, and carrying case."
4,http://www.armslist.com/posts/5403004,"For Sale/Trade:  Dell Inspiron 1525 Laptop 15.4"" Windows 10 Pro New Battery","Mechanicsburg, Harrisburg, Harrisburg, Pennsylvania",$ 100,"Listed On: Tuesday, April 26, 2016",Miscellaneous,no type,no type,no type,no type,Dell Inspiron 1525 Laptop Running Windows 10 Pro and has a new battery. Comes with Power adapter. In very good condition with only minor scratches on the keyboard. Intel Pentium Dual Core 1.86Ghz Processor 2GB Ram (upgradeable) 160gb Hard Drive HDMI Bluetooth 802.11G WiFi DVD Burner $125 or trade  Email or Text preferred REDACTED
7,http://www.armslist.com/posts/5403007,For Sale:  RUGER LC9s MUDDY GIRL CAMO,"El Dorado Springs, Missouri, United States",$ 400,"Listed On: Thursday, June 7, 2018",Handguns,Ruger                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"BEAR ARMS in EL DORADO SPRINGS just received the new RUGER LC9s in MUDDY GIRL CAMO.  Come see it at BEAR ARMS in EL DORADO SPRINGS, MO 64744  phone 417-876-1200  Our new self contained indoor shooting range is now open for business. The shooting range features retrievable paper targets and an interactive Milo Shooting System using real firearms or our lazer gun. Its the only interactive shooting range like it in southwest Missouri."
8,http://www.armslist.com/posts/5403008,For Sale:  NIB SILENCERCO SPECWAR 556,"Grand Rapids, Grand Rapids, Michigan",$ 612,"Listed On: Thursday, June 7, 2018",NFA,no type,no type,no type,no type,New In Box SilencerCo SPECWAR 556 Silencer with Flash Hider Mount For 5.56/223 Firearms
9,http://www.armslist.com/posts/5403009,"For Trade:  WTT 33in tires rims and accessories for Thompson tommy gun, m1 garand, m1 carbine","Wagoner, Tulsa, Oklahoma",Offer,"Listed On: Wednesday, April 20, 2016",Miscellaneous,no type,no type,no type,no type,33 in wrangler duratrac tires and rims. Set of 5. 3 brand new 2 used under a month. Comes with spacers for mounting. Bolt pattern 5x135 to 5x4.5 also comes with nerf bars and mounting brackets. Came off of a 1997 Ford F-150. If you own one you're good to go. If not you may need to configure it to work out. Close to 2 grand worth of stuff. Wanting to trade for auto ordnance Thompson. Or any WW2 US weapons. Will send more pics upon request
10,http://www.armslist.com/posts/5403010,Want To Buy:  S&W 442,"Howell, Michigan, United States",Offer,"Listed On: Sunday, May 1, 2016",Handguns,Smith & Wesson                                                                                ,38 S&W Special                                                                                ,Single Action                                                                                ,Revolver,Want to buy used 442 smith and wesson
11,http://www.armslist.com/posts/5403011,For Sale:  USP 45c Stainless,"Los Angeles, Los Angeles, California","$ 1,000","Listed On: Thursday, July 21, 2016",Handguns,Heckler & Koch                                                                                ,45 ACP                                                                                ,Double / Single Action                                                                                ,Pistol,"Up for sale is my mint condition, no longer made HK USP 45 compact in stainless. The gun is near flawless and comes with storage box, 2 mags and docs. Accepting offers."
12,http://www.armslist.com/posts/5403012,For Sale:  NIB Smith and Wesson MP15-22 Sport,"West, Idaho Falls, Idaho",$ 360,"Listed On: Wednesday, April 20, 2016",Rifles,Smith & Wesson                                                                                ,22 Long Rifle                                                                                ,Semi-automatic                                                                                ,Rifle,"I have a new, never fired Smith and Wesson MP15-22 Sport with the new MLOK rail and Magpul flip up sights. I got it thinking I'd use it but went with a different project for a 22 Plinker. I paid over $400 at The Gun Shop in Idaho Falls. I'm asking $360 OBO. I have the original box and everything."
13,http://www.armslist.com/posts/5403013,For Trade:  Glock 26 gen 3,"Norman/moore, Oklahoma City, Oklahoma",Offer,"Listed On: Wednesday, April 20, 2016",Handguns,Glock                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,Glock 26 gen 3 mint condition will come with a glock factory sport/combat holster a custom fit bravo concealement kydex holster ( both out side waist band) a glock factory mag carrier the pistol has a custom engraved infidel american flag back plate( have original one as well) a custom engraved american flag grip plug and 2 mags one is flat base plate other has pierce extension i also have 500 rds factory full metal jacket 9mm if trade caliber is different and you have ammo as well
14,http://www.armslist.com/posts/5403014,For Sale:  Kimber Pro CDP II .45 ACP 1911 Pistol,"Southside, Shreveport, Louisiana",$ 975,"Listed On: Wednesday, April 20, 2016",Handguns,Kimber                                                                                ,45 ACP                                                                                ,Single Action                                                                                ,Pistol,"I'm selling this handgun for my cousin's.  He is going though a divorce and he wanted to sell this and couple other handguns.The Kimber Pro CDP II .45 ACP 1911 Pistol is made with a stainless-steel, match-grade barrel with carry melt treatment and a double-diamond rosewood grip. This centerfire, single-action pistol has a 7-round magazine capacity and thumb, grip and series II safeties. Tritium, 3-dot night front and rear sights. Includes a magazine, a takedown tool, a cable lock and a plastic case.Semiautomatic single action with a 7-round magazine capacityStainless-steel, match-grade barrel with carry melt treatmentDouble-diamond rosewood gripKimPro II satin slide finish and a matte frame finishTritium, 3-dot night front and rear sightsAmbidextrous thumb, grip and series II safetiesCheckering on the front strap and under the trigger guardIncludes a magazine, a takedown tool, a cable lock and a plastic case"
15,http://www.armslist.com/posts/5403015,For Sale:  Complete Reloading Bench,"beaver county, Pittsburgh, Pennsylvania",$ 750,"Listed On: Wednesday, April 20, 2016",Reloading,no type,no type,no type,no type,single stage rcbs rock chucker press starter kit mounted on well built bench. Includes everything you need to load. Plenty of goodies.
16,http://www.armslist.com/posts/5403016,For Sale:  New Gen 2 PMAGs,"Anywhere in Dothan, Dothan, Alabama",$ 13,"Listed On: Wednesday, April 20, 2016",Magazines,no type,no type,no type,no type,"Brand new Gen 2 PMAGs in original packaging.  $13 per mag, willing to discuss terms and prices if buying mulitple. Feel free to send a counter offer or trade."
17,http://www.armslist.com/posts/5403017,"For Sale:  NEW IN BOX Browning 0118003005 A5 12 Gauge 3"" 26"" BBL Hunter","Pearland, Houston, Texas","$ 1,300","Listed On: Thursday, June 7, 2018",Shotguns,no type,no type,no type,Shotgun,"Gauge 12 Ga Chamber Length 3"" Barrel Length 26 Overall Length 47 5/8"" Length of Pull 14 1/4"" Drop at Comb 1 3/4"" Drop at Heel 2"" Weight 6 lbs 15.8 oz Magazine Capacity 4 Rib Width 1/4 Barrel Finish High Gloss Stock Finish Gloss Wood Grade Grade I Chokes Included Full, Modified, Improved Cylinder Receiver Finish Polished Black Dura Touch Finish No Chamber Finish Chrome Plated Chamber Front Sight Fiber Optic Choke System Invector-DS Flush Barrel Material Steel Stock Material Turkish Walnut Recoil Pad Inflex 2, Large Checkering Cut 18 LPI Sling Swivel Studs None Receiver Material Aluminum Alloy Trigger Finish Gold Plated Trigger Guard Finish Matte Black Bolt Slide Finish Brushed Nickel Magazine Type Tubular Trigger Material Alloy Trigger Guard Material Alloy Trigger Guard Engraving Buck Mark in Gold"
18,http://www.armslist.com/posts/5403018,For Sale:  Glock 22,"Mesquite, Dallas, Texas",$ 380,"Listed On: Saturday, May 7, 2016",Handguns,Glock                                                                                ,40 cal                                                                                ,Single Action                                                                                ,Pistol,G-83317-1 glock 22 gen 3 .40cal good conditions one magazine no case Located at : Uncle dans pawn Mesquite Gus Thomasson Mesquite Tx 75150   REDACTED
