,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/7057000,For Sale:  Canik TP9SF,"Mulvane, Wichita, Kansas",$ 425,"Listed On: Tuesday, July 11, 2017",Handguns,no type,9mm Luger (9x19),no type,no type,"Canik TP9SF. In excellent condition. Never had any sort of malfunctions with it no matter what ammo I've ran through it. Comes with 3 mags, 2 extra holsters, light/laser combo, mag pouch, and all foctory gear. $425 cash. Will entertain trades on a nice Ruger 10/22, Ruger 22/45 lite, bulk .223/5.56 ammo, nice scope for my AR, bowfishing setup, or nice deer rifle. Text REDACTED with any questions. Thank you"
1,http://www.armslist.com/posts/7057001,For Sale:  FS: Smith & Wesson M&P .40 with Ammo,"Palmer, Anchorage, Alaska",$ 450,"Listed On: Tuesday, July 11, 2017",Handguns,Smith & Wesson                                                                                ,40 S&W                                                                                ,Striker Fire                                                                                ,Pistol,"Selling my Smith & Wesson M&P .40 pistol - 4.25"" barrel, 15+1 round capacity and comes with under barrel picatinny rail for laser or light accessories.Like new condition, 100 rounds through it. Includes blue hard case, factory test brass, warranty card, manual and lock. Comes with two 15 round magazines.I am including one 100-round box of Winchester ""White Box"" 165gr FMJ ammunition, and one 20-round box of Hornady Critical Duty 175gr hollowpoint ammunition.$450 OBOI have an additional 200-round box of Winchester ""White Box"" 165gr FMJ ammunition available for an additional $40.Can deliver in Anchorage or Valley area. Thanks!"
2,http://www.armslist.com/posts/7057002,For Sale:  Daewoo Firstshot DP51 9mm,"West Seattle, Seattle, Washington",$ 350,"Listed On: Saturday, October 21, 2017",Handguns,Smith & Wesson                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,"Daewoo Firstshot DP51 9mm TriAction pistol. Made in South Korea and is the only ""triple action"" pistol I'm aware of. Fairly uncommon, there's only a couple videos on YouTube of them. Excellent condition with original box. Will consider trades.looking for glock 17 gen 4, missberg 939short barrel mosin nagant."
3,http://www.armslist.com/posts/7057003,For Sale:  Mini 14 Tactical,"Murfreesboro, Murfreesboro, Tennessee",$ 650,"Listed On: Tuesday, July 11, 2017",Rifles,Ruger                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,This is a  model Mini 14 tactical rated  for .556.  Comes with all factory items.  $650 Cash only. OBO.
8,http://www.armslist.com/posts/7057008,For Sale:  Wts S&W Performance Center Revolvers,"San Antonio, San Antonio, Texas",$ 850,"Listed On: Thursday, July 13, 2017",Handguns,Smith & Wesson                                                                                ,357 Magnum                                                                                ,Double / Single Action                                                                                ,Revolver,S&W 627-6 PC 8shot 5inch barrel. Low round count.S&W 686-6 PC 7shot 2inch barrel. Low round count.For faster response u can call or tex REDACTED. I can send pictures as well.Alex
10,http://www.armslist.com/posts/7057010,For Sale:  FS: 420 Rounds 5.56mm 62gr Federal XM855 + 2 Magazines,"Palmer, Anchorage, Alaska",$ 200,"Listed On: Tuesday, July 11, 2017",Ammo,no type,no type,no type,no type,"Selling one 420ct can of Federal XM855LC1 ammunition, 5.56x45mm 62gr FMJ Ball (green tip).Bulk metal can, ammunition is on stripper clips. Also included are two magazines, one 30-round Magpul Windowed and one 20-round Lancer Mag. These magazines are already loaded with the XM855 cartridges as seen in the photos.Asking $200 OBO for everything, cash only and local sales only please. Will deliver in Anchorage / Mat-Su area within reason. Thanks!"
12,http://www.armslist.com/posts/7057012,For Sale:  Bear Compound Bow,"Broken Arrow, Tulsa, Oklahoma",$ 250,"Listed On: Tuesday, July 11, 2017",Archery,no type,no type,no type,no type,"Barely used Bear compound bow. Bought it from a friend, just looking to sell it. Comes with everything in picture"
13,http://www.armslist.com/posts/7057013,For Sale:  Mini 14/30 Stock,"Murfreesboro, Murfreesboro, Tennessee",$ 100,"Listed On: Monday, January 22, 2018",Gun,no type,no type,no type,no type,ATI Mini 14/30 grey collapsible/side folding stock. Perfect condition. $100 OBO
14,http://www.armslist.com/posts/7057014,For Sale:  H&R 1873,"Foristell/Wentzville, St. Louis, Missouri",$ 700,"Listed On: Sunday, July 16, 2017",Rifles,H&R                                                                                ,45-70 Government                                                                                ,Single Shot                                                                                ,Rifle,H&R 1873 Springfield Cavalry model. 45/70 Trapdoor. Gun is near flawless.
15,http://www.armslist.com/posts/7057015,For Sale/Trade:  Condor Drop leg holster & drop leg molle holster ODG,"Everett, Everett, Washington",$ 20,"Listed On: Tuesday, July 11, 2017",Tactical,H&R                                                                                ,45-70 Government                                                                                ,Single Shot                                                                                ,Rifle,"I have a Condor Drop leg holster and drop leg molle holster in OD green for sale or trade.  They are in new condition.  I have had them awhile but never used them.  I would like to sell them both for $20 or trade them for the items listed below.  Call/text REDACTEDTrade for Ammo in 9mm, 7.62x39mm, 5.56/.223, 12gaWalther PPQ M1 9mm magazineGlock 17 magazine30rd AK magazineBipodQD sling swivelsEDC knifeWhat do you have?"
