,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/5249000,For Sale:  Lee Enfield #4 MK2,"Novi, Detroit, Michigan",$ 675,"Listed On: Monday, March 7, 2016",Rifles,no type,303 British                                                                                ,Bolt Action                                                                                ,Rifle,"Lee Enfield #4 MK2 Like New, un-issued when I bought it. less than 100 rounds through it. Comes with bayonet and scabbord. Will send images and answer all questions quickly."
1,http://www.armslist.com/posts/5249001,For Sale:  Rem 700 SPS AAC-SD .308,"Birmingham, Birmingham, Alabama","$ 1,100","Listed On: Monday, March 7, 2016",Rifles,Remington                                                                                ,308/7.62 NATO                                                                                ,Bolt Action                                                                                ,Rifle,Remington 700 SPS Tactical AAC-SD in .308; Timney trigger; JP Enterprises muzzle brake; Millett 6-25x56 Illuminated reticle scope; Leapers bi-pod. I can email more images if you'd like to see any detail.
2,http://www.armslist.com/posts/5249002,For Sale/Trade:  Sig Carry Scorpion,"Midland, Northern Lower Peninsula, Michigan",$ 900,"Listed On: Monday, March 7, 2016",Handguns,Sig Sauer                                                                                ,45 ACP                                                                                ,Single Action                                                                                ,Pistol,want to trade or possibly sell my Sig Carry Scorpion. Excellent condition and comes with night sites and 2 mags. Only real trade I'm looking for:-Kriss Sphinx compact 9mmwill look at other high quality handguns in 9mm but am really after the Sphinx. Can travel for a deal.
3,http://www.armslist.com/posts/5249003,For Sale:  Remington 1911 R1 enhanced USED,"Delaware, Columbus, Ohio",$ 600,"Listed On: Monday, March 7, 2016",Handguns,Remington                                                                                ,45 ACP                                                                                ,Single Action                                                                                ,Pistol,"Selling my Remington 1911 R1 Enhanced. Has about 750 rounds through it with some minor wear from use. It comes with the original case, papers, 2 magazines, and an extra 2 magazines. Can possibly throw in 50 rounds of sellier & bellot .45 ACP 230 grs FMJ, 25 rds American Eagle 45 ACP 230 grs FMJ, and 25 rds of Federal Premium 230 grain hydra-shok HP. I prefer comunicating through text, but will answer emails as quickly as i can. 600 OBO, I would like to sell it soon. Make an offer! REDACTED."
4,http://www.armslist.com/posts/5249004,For Sale/Trade:  Sig Sauer 716 Patrol .308 AR-10,"Dublin/Toledo, Columbus, Ohio","$ 2,500","Listed On: Sunday, March 13, 2016",Rifles,Sig Sauer                                                                                ,308/7.62 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"I have for sale/trade a Very nice Sig Sauer 716 Patrol Rifle.It currently has-Nikon M-308 scope with honeycomb cover-Burris P.E.P.R quick detach Rings (also have nikon rings)-Adjustable Bi-pod-4 Pmags (3 still unused in plastic)-80 Rounds of .308-Lockable Plano CaseCan send additional pictures on request. Must be an Ohio resident and legal to own a firearm.$2500 Cash. Upon request I may concider keeping the Case, Scope, Rings, and Ammo to lower the price.Thank you very muchPlease Value your trades reasonably. This combo was over $3200 new.May trade for Marlin Lever guns. May also concider partial trades or multiple gun trades: an older Remington 700, Colt 6920, Browning Citori, Colt sinlge action, colt 1911, Sig 226.Please Value your trade reasonably."
5,http://www.armslist.com/posts/5249005,For Sale:  Tokarev 7.62x25 Pistol,"Dickinson, Houston, Texas",$ 260,"Listed On: Saturday, March 12, 2016",Handguns,no type,no type,Double / Single Action                                                                                ,Pistol,I have a 60 year old TOK semi auto pistol.  It comes with the holster 2 clips and two boxes of shells.  It looks like an old 1911.  I paid extra awhile back for them to hand pick one in great shape.  It looks in perfect shape without scratches or any holster rub.  I am selling some of my collection.  Must have proper ID and be legal to buy a handgun in the state of Texas. I will show my ID's also and we can take a picture of them together.  I can meet around the Kemah or Dickinson area.
6,http://www.armslist.com/posts/5249006,For Sale:  smith and wesson bodygaurd,"hixson, Chattanooga, Tennessee",$ 1,"Listed On: Monday, March 7, 2016",Handguns,Smith & Wesson                                                                                ,38 S&W                                                                                ,no type,Revolver,"Gun and carry case. lightwieght, plus P, and has a factory laser on it. great gun that has not been shot. call or text for quicker response REDACTED"
8,http://www.armslist.com/posts/5249008,"For Sale:  Kahr P9 9mm, Extra Barrel & Magazine","Ramsey, Minneapolis / St. Paul, Minnesota",$ 399,"Listed On: Friday, March 18, 2016",Handguns,Kahr                                                                                ,9mm Luger (9x19),no type,no type,"I have for sale a Kahr P9 semi-auto 9mm pistol with two magazines and ectra barrel. The barrel that is equipped on the firearm now is a 4"" ported barrel with the stock barrel alos included. This firearm is a great concel gun so come in and check it out. If you are interested pelase come in or contact us at REDACTED and ask for Chris or Darrin."
9,http://www.armslist.com/posts/5249009,For Sale/Trade:  1000rds pmc 223 for 7.62x39,"Urbana, Dayton, Ohio",$ 300,"Listed On: Tuesday, March 29, 2016",Ammo,no type,no type,no type,no type,"1000 rd unopened case, 223 pmc brass 55gr. For 7.62x39 ammo, looking for soft point or fmj. Trade only. Trade ratio depends on what you have."
10,http://www.armslist.com/posts/5249010,For Trade:  Glock 19 Gen 2,"short pump, Richmond, Virginia",Offer,"Listed On: Saturday, March 19, 2016",Handguns,Glock                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"glock 19 gen 2, 4 mags and an IWB Raven concealment holster for trade, looking for Glock 17 gen 3 only.. text 8043179two87 for pictures, not for sale, trade only."
11,http://www.armslist.com/posts/5249011,For Sale:  Wingmaster Deer Barrel,"Wayne, New Jersey, United States",$ 150,"Listed On: Monday, March 7, 2016",Gun,no type,no type,no type,no type,Up for sale is a 12 gauge 20 inch smooth bore deer barrel with rifle sights.  2 3/4 inch shells only.  $150 or trade for ar lower located in wayne Nj.
13,http://www.armslist.com/posts/5249013,For Sale:  THE PINK LADY .38 SPL BRAND NEW,"Ft.Myers, Florida, United States",$ 435,"Listed On: Monday, March 7, 2016",Handguns,Charter Arms                                                                                ,38 S&W Special                                                                                ,Single Shot                                                                                ,Revolver,"THE PINK LADY .38 SPL PINK BLACK AND GREY LIGHT 5 SHOT REVOLVER ,RUBBER GRIP COMES WITH CASE BRAND NEW!REDACTED4786 PALM BEACH BLVDFORT MYERS, FL 33905"
14,http://www.armslist.com/posts/5249014,For Sale/Trade:  Keltek sub 2000 40s&w,"Guntersville, Huntsville, Alabama",$ 550,"Listed On: Monday, March 7, 2016",Rifles,no type,40 S&W                                                                                ,Semi-automatic                                                                                ,Rifle,Keltek sub 2000 40s&w
15,http://www.armslist.com/posts/5249015,"Want To Buy:  Glock 19,17,26--ready to buy today","Indianapolis, Indianapolis, Indiana",Offer,"Listed On: Tuesday, March 22, 2016",Handguns,no type,no type,no type,no type,lookin for a glock in 9mm. Preferably gen 4 but will take gen 3. Dont mind how old it is. Number one choice would be G19 but any 9mm will do. Looming to spend $400. Have cash in hand.email or text REDACTED
16,http://www.armslist.com/posts/5249016,For Sale:  Marlin Glenfield Model 60W,"donelson, Nashville, Tennessee",$ 125,"Listed On: Monday, March 7, 2016",Rifles,Marlin                                                                                ,22 Long Rifle                                                                                ,Semi-automatic                                                                                ,Rifle,Marlin Glenfield Model 60W had a while. Is my kids target gun have had about 500 round threw no problem. gold badge on stock and  gold trigger 125.00 obo only text or call if interested REDACTED
17,http://www.armslist.com/posts/5249017,For Sale:  Del-Ton DT Sport 5.56 AR,"Bloomington, Bloomington, Illinois",$ 490,"Listed On: Monday, March 7, 2016",Rifles,Del-ton Inc                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"New, AR Rifle, 5.56 NATO/.223. The barrel is 16 inches and is forged from 4140 steel with a 1:9 twist and a threaded muzzle. The rifle is made in the USA, lightweight and Mil-Spec bolt and carrier. Hard coat anodized finish, ejection port cover and round forward assist. Forged 7075 TG aluminum, Mil-Spec lower receiver.             Contact: Mike-REDACTEDI am a FFL Dealer and will ship if required."
18,http://www.armslist.com/posts/5249018,For Sale/Trade:  Savage .308 w/extras,"North Wichita, Wichita, Kansas",$ 425,"Listed On: Saturday, March 12, 2016",Rifles,Savage Arms                                                                                ,308/7.62 NATO                                                                                ,Bolt Action                                                                                ,Rifle,"I have a Savage .308 bolt action with scope, bipod, hard case, and ~160 rounds of ammunition.
 
Prefer to sell but will look at trades.
$425
 
Text 316-99zero-74four9"
20,http://www.armslist.com/posts/5249020,For Sale:  BNIB Custom Glock 17 highly reduced price,"Destin, Okaloosa County, Florida",$ 650,"Listed On: Monday, March 7, 2016",Handguns,Glock                                                                                ,no type,Striker Fire                                                                                ,Pistol,"I have for sale a brand new in the box Glock 17, gen 3, and its the Nickel Boron version from WMD.  It has a nickel boron coated slide and barrel.  I have put quite a few custom things in this pistol.  Here is a list of the parts/price: 1.) Glock 17 gen 3 NiB-x $500 2.) ZEV technologies Bronze Dimpled Match barrel $225 3.) Deus Ex Machina Gunfighter Trigger $125 4.) Deus Ex Machina Spiral Fluted DLC coated guide rod $50 6.) Glock OEM night sights $85 7.) Chrome Silicon striker spring, and trigger spring $8  All in all that is $993 in to this brand new Glock. Everything is brand new, the trigger just isn't installed, it still has the stock one still installed.  Asking $650 which is more than fair, priced to sell TODAY. Will not sell to felons or under age people or anyone who isn't allowed to legally own a firearm, if interested call or text REDACTED"
21,http://www.armslist.com/posts/5249021,For Sale:  AR 15 Rifle,"Mesa, Phoenix, Arizona","$ 1,000","Listed On: Monday, March 7, 2016",Rifles,no type,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"National Military Armament LowerHardened Arms Upper /16"" barrelMagpul UBR Stock (new)Magpul Enhanced UBR pad (new)Magpul pistol grip (new)Magpul foregrip (new)Lantac Dragon muzzle 3 Magpul Mags (2 new windows)1 Tapco magStag Arms stock Reflex red dot sightUTG flip up iron sightsForegrip (brand unknown)120rds brass ammoPlano Protector Series hard caseHave other photos upon request.Must be able to provide AZ drivers license and fill out a bill of sale."
22,http://www.armslist.com/posts/5249022,For Sale/Trade:  Sig p320 Compact 9mm,"E-Town / Shepherdsville / Louisville, Louisville, Kentucky",$ 500,"Listed On: Monday, March 7, 2016",Handguns,Sig Sauer                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"Just bought it new Friday March 4th.  I put 15 rounds through it and decided that it just wasn't for me.  Functions great and has great ergonomics.  Comes with case, (2) 15 round mags, holster and manuals.  CCDW or bill of sale required.  REDACTED"
25,http://www.armslist.com/posts/5249025,For Sale:  Ruger 22/45 stainless,"white house, Nashville, Tennessee",$ 350,"Listed On: Monday, March 7, 2016",Handguns,Ruger                                                                                ,22 Long Rifle                                                                                ,Double / Single Action                                                                                ,Pistol,Great shooting 22 caliber pistol.Gun is in excellent shape feeds any ammo shoots like a dream have box and only 1 mag has gun is a mark ll with mag release only thing not factory is a few pieces of grip tape which are a great addition no calls after 9 pm
26,http://www.armslist.com/posts/5249026,For Sale:  (5) heckler & Koch  416D magazines,"Charlotte, Charlotte, North Carolina",$ 100,"Listed On: Monday, March 7, 2016",Magazines,no type,no type,no type,no type,I am selling barely used hk 416d magazines I have four 30 round mags and 1(2) round mags price is firm
29,http://www.armslist.com/posts/5249029,For Sale:  Mossberg 930 12ga 28 inch barrel EX condition,"East Central, South Dakota, United States",$ 350,"Listed On: Monday, March 7, 2016",Shotguns,Mossberg                                                                                ,12 Gauge                                                                                ,Semi-automatic                                                                                ,Shotgun,"Excellent condition Mossberg 930 12ga semi-auto shotgun, 28 inch barrel, 2 3/4 or 3 inch shells.Very little wear, not many rounds fired. Bought this a few years ago, never shot it much. Functions 100%, never had a malfunction with it.Includes three choke tubes: Improved Cylinder, Modified, and Full, and a stick on fiber optic bead. Also included is a sling swivel magazine cap, Brownell's metal follower, and originals. Safety has been upgraded from the factory plastic piece to a Brownell's metal one. Has original box and manual.Possibly willing to meet for a face-to-face sale depending on distance.$350 local sale.$425 shipped to your FFL dealer."
30,http://www.armslist.com/posts/5249030,For Sale:  Smith and Wesson 4586 .45ACP,"Del City, Oklahoma City, Oklahoma",$ 445,"Listed On: Monday, March 7, 2016",Handguns,no type,no type,no type,no type,"Smith and Wesson 4586 .45ACP, single stack, used - $445"
31,http://www.armslist.com/posts/5249031,For Sale:  Ruger LC 9 for sale,"Victorville, Inland Empire, California",$ 325,"Listed On: Monday, March 7, 2016",Handguns,Ruger                                                                                ,9mm Luger (9x19)                                                                                ,Double Action                                                                                ,Pistol,"Hardly used Ruger LC9 black with 3 7-round magazines, original box, manuals, Ruger pouch, etc. Less than 200rounds shot. Daughter doesn't like it:). Firearms dealer only. No trades."
32,http://www.armslist.com/posts/5249032,For Sale:  TAURUS PT140 PRO,"Rio Rancho, Albuquerque, New Mexico",$ 225,"Listed On: Thursday, May 12, 2016",Handguns,Taurus                                                                                ,40 S&W                                                                                ,Double Action                                                                                ,Pistol,FOR SALE: TAURUS PT140 PRO   NO TRADES PLEASE!.40 CalCompact10+1 MagLifetime Factory Warranty$225Call between 10m and 6pmREDACTEDMust 21 Yrs Old
35,http://www.armslist.com/posts/5249035,For Sale:  Springfield m1a,"bowling green, Bowling Green, Kentucky","$ 1,400","Listed On: Wednesday, March 16, 2016",Rifles,Springfield                                                                                ,308/7.62 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"M1a in like new condition with box, 5 rnd mag, and 20rnd mag. Asking 1400obo"
36,http://www.armslist.com/posts/5249036,For Sale:  Armscor 223 Remington 55 grain fmj brass case,"612, Minneapolis / St. Paul, Minnesota",$ 7,"Listed On: Monday, March 7, 2016",Ammo,no type,no type,no type,no type,"Brand new factory loaded Armscor USA 223 Remington 55 grain fmj ammunition. 20 rounds per box. I'd rather burn it all myself but am going on road trip and need to burn gas instead. $7/box. 26 boxes left, $140 for all 26 (520 rounds)."
