,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/5077000,For Sale:  Judge Poly and Steel,"Stockbridge, Atlanta, Georgia",$ 400,"Listed On: Monday, January 18, 2016",Handguns,Taurus                                                                                ,45 Long Colt                                                                                ,Double / Single Action                                                                                ,Revolver,"For Sale only 2 - $400 each firm, my Taurus Judge Public Defender Polyand my Taurus Judge Public Defender. Box and docs on both comes with a box of 410 shot gun shells 20 rounds. First $400.00 gets their pick. North Henry Area Stockbridge/Ellenwood area."
2,http://www.armslist.com/posts/5077002,For Sale/Trade:  Glock 19 Gen 4 Burnt Bronze,"Alabaster, Birmingham, Alabama",$ 650,"Listed On: Monday, January 18, 2016",Handguns,Glock                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,Dealer exclusive full Burnt bronze glock 19.  Just bought 1/18/16. Got it home & not what I wanted.  Unfired other than factory $650  will trade for factory FDE or Gray frame gen 4 frame. 205- three eight 9 - 214zero . Call or text
3,http://www.armslist.com/posts/5077003,For Sale:  remington 870 tactical,"mae anne, Reno, Nevada",$ 425,"Listed On: Monday, January 18, 2016",Shotguns,Remington                                                                                ,12 Gauge                                                                                ,Pump Action                                                                                ,Shotgun,Up for sale I have a remington 870 tactical.  This is a really badass shotgun. It's basically brand new. About 35 rounds through it. Features are. XS ghost ring sights. 6+1 capacity.  Sling mounts. Synthetic stock. 3 different chokes including a breacher choke. A carrying case/scabbard All the ammo I have. About 200 rounds. And a nice sling. So basically everything you need to shoot ! Not interested in trades right now.  My buddy originally purchased from scheels for 575. I'll take 425. Which is a steal with the extras. You can call/text me at REDACTED
4,http://www.armslist.com/posts/5077004,For Sale:  BL 22 Grade II,"Durham, Raleigh / Durham / CH, North Carolina",$ 400,"Listed On: Monday, January 18, 2016",Rifles,Browning                                                                                ,22 Long Rifle                                                                                ,Lever Action                                                                                ,Rifle,Browning BL 22 grade II exc condition couple small places on bluing stock in great shape. No trades cash talks. Price firm.
5,http://www.armslist.com/posts/5077005,"For Sale:  Very Clean, Once Fired 12 & 20 Gauge Hulls","Sherwood, Portland, Oregon",$ 1,"Listed On: Sunday, February 7, 2016",Reloading,no type,no type,no type,no type,These hulls are exceptionally clean and nice. Separated in bags of 100. REMINGTON STS 12 GAUGE HULLS $7.50/100 x4000. WINCHESTER AA 12 GAUGE HULLS $7.50/100 x1700. FEDERAL 8 CRIMP 12 GAUGE HULLS $5.50/100 x600. GUN CLUB 8 CRIMP 12 GAUGE HULLS $5.50/100 x300. MISC. 8 CRIMP 20 GAUGE HULLS $6/100 x700. MISC. 6 CRIMP 20 GAUGE HULLS $5/100 x1200. ESTATE 8 CRIP HI-BRASS 20 GAUGE HULLS $5/100 x200. FIOCCHI 12 GA 2-3/4” PRIMED HULLS $10/100 x500. WINCHESTER WAA12 WADS $6/250 x7. CLAYBUSTER WAA12SL WADS $10/500 x3. REMINGTON FIG 8 WADS $14/250 x1. REMINGTON TGT12S WADS $16/500 x1. Discount for buying all.
6,http://www.armslist.com/posts/5077006,For Sale:  Winchester model 42 pump,"West Millfield, New Jersey, United States","$ 1,300","Listed On: Monday, January 18, 2016",Shotguns,Winchester                                                                                ,410                                                                                ,Pump Action                                                                                ,Shotgun,Winchester model 42 pump 410 all original. Used many years bird hunting. In the family over 60 years. Asking $1200.00 or best offerText or call REDACTED.thank you. You won't be disappointed.
7,http://www.armslist.com/posts/5077007,For Sale:  Smith & Wesson M36-2 Hammerless .38 Special,"Hollywood & Lake Mead, Las Vegas, Nevada",$ 799,"Listed On: Saturday, January 23, 2016",Handguns,Smith & Wesson                                                                                ,38 S&W                                                                                ,Double Action                                                                                ,Revolver,"Smith & Wesson M36-2 Stainless Steel .38 Special, Classic J frame Matte stainless barrel and cylinder Silver Alloy Frame, has 1.87mm 1 5/8"" barrel, smooth hammer, 5 round, Pachmayer Presentation Grips. includes Black leather Galco Holster (Have a Don Hume holster if you prefer a different style) NICE!! will trade for : Ruger Vaquero .44 / .45 , Glock 19, 20, 23, 26, 27, Henry Big Boy .45 - .70 with 18"" barrel, .45 Long Colt, or message me what you have ??? Two boxes of Ammo and a Holster included Call REDACTED"
9,http://www.armslist.com/posts/5077009,For Sale:  Smith & Wesson revolver,"East Orlando, Orlando, Florida",$ 450,"Listed On: Thursday, February 4, 2016",Handguns,Smith & Wesson                                                                                ,38 S&W Special                                                                                ,Double / Single Action                                                                                ,Revolver,"Smith & Wesson mode 12-1 Airweight, .38 special, good condition. No trades, FTF, need to be 21 or older and show Florida Drivers License to buy. If you see this ad the gun still availabe."
10,http://www.armslist.com/posts/5077010,For Sale:  Ruger Single Six 1956,"Orland Park, Chicago, Illinois",$ 450,"Listed On: Sunday, January 24, 2016",Handguns,Ruger                                                                                ,22 Long Rifle                                                                                ,Single Action                                                                                ,Revolver,"Very Decent Original Gun...1956, Early Guns didnt come with Mag Cylinder because the MAG round was invented yet. This is a Nice gun, It was owned by a shooter and was shot..Not abused but he did wear it back in the day Holstered. Original Grips,I see some initials were Electro Penciled into the interior part of the Gate and the Same initials were etched cleanly into the barrel side of the cylinder...totally had to find but I saw them. All else is good...nice piece with clean bore.I would like to do Illinois Foid to Foid Transfer with Proper waiting period and Background check. I prefer not to ship this piece,If you Make arrangements and pay all cost then I will do it if I get payment via US Postal MO."
12,http://www.armslist.com/posts/5077012,For Sale/Trade:  GLOCK 43,"POLAND/Youngstown, Youngstown, Ohio",$ 0,"Listed On: Monday, January 18, 2016",Handguns,Glock,no type,no type,no type,I have an unfired Glock 43.  Comes with 4 mags...box and paperwork.  I would like to trade for a cheap AR 15 or maybe another small carry 9mm.  I can add cash also.  I really would like to trade for an FNS 9c.  I know the prices of the guns are similar.  But i would be willing to add cash for one.  Anyone that has an FNS 9c moves to the front of the line.
