,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/5078000,For Sale:  advantage arms. 22 glock conversion,"west, Racine, Wisconsin",$ 200,"Listed On: Thursday, February 18, 2016",Handguns,no type,22 Long Rifle                                                                                ,Striker Fire                                                                                ,Pistol,selling great used advantage arms .22  / 22LR. conversion kit for GLOCK 17-22   3 clips worked great low round count  $200  LOCAL PICK UP ONLY
1,http://www.armslist.com/posts/5078001,For Sale:  Walter Abe Custom Mauser Action .460 Van Horn,"arkansas, Arkansas, United States","$ 2,099","Listed On: Tuesday, January 19, 2016",Handguns,no type,no type,no type,Revolver,"-Beautiful Custom African Sporting Mauser Action Rifle Made By “WALTER ABE – RIFLEMAKER – L.A., CALIF.” - Says “DEUTSCHE WAFFEN-UND MUNITIONSFABRIKEN BERLIN” On Barrel -.460 Van Horn Caliber -The Rifle Measures 42” Overall -The Compensated Barrel is 22” -Weights 9 lbs 8 oz -Has Raised Rear Sight Ramp With Adjustable Iron Rear Sight, Ramp Front Sight -Barrel Is Magna Ported At The Tip -Stock Is Superior Grain Walnut And Displays Superb Checkering -Stock Is Bolted With Case Colored Bolts -Other Case Coloring On Bolt Release, Trigger, And Magazine Release -Rifle Mounted With Buhler (From Orinda, California) Mounts For Scope -Shows Very Minor Use -Stock Is Excellent. It Has A Very Insignificant Blemish Towards The Top (See Pictures) -Bore Is Excellent -Bluing Is Excellent -Rifle Is 99% Overall -*** Walter Abe makes some of the finest guns and gun stocks and he did a magnificent job on this gun. .460 Van Horn is a Wildcat Cartridge. It's the perfect gun for the African hunter. Upon this sale."
2,http://www.armslist.com/posts/5078002,For Sale:  Poly Tech AKS Spiker Underfolder,"Post Falls / South Hill, Coeur D' Alene, Idaho","$ 2,500","Listed On: Tuesday, January 19, 2016",Rifles,Norinco                                                                                ,7.62x39                                                                                ,Semi-automatic                                                                                ,Rifle,"Just had a baby and downsizing my collection. Poly Tech AKS Spiker Underfolder 7.62 x 39 ... Super rare, good luck finding another one on Armslist that isn't a fake ad. This is the real deal. Amazing shape. Comes with 2 - 30 round mags. $2,500 Text or Call David @ 509-768-1318"
4,http://www.armslist.com/posts/5078004,For Sale:  MAGPUL PMAG 30 AR/M4 GEN M2 MOE - FDE,"Kalispell, Kalispell, Montana",$ 12,"Listed On: Saturday, October 22, 2016",Magazines,no type,no type,no type,no type,"Quantity discounts on orders of 6 or more!Magpul Original Equipment (MOE) is a line of firearm accessories designed to provide a high-quality, economical alternative to standard weapon parts. The MOE line distinguishes itself with a simplified feature set, but maintains Magpul engineering and material quality.The PMAG 30 AR/M4 GEN M2 MOE is a 30-round 5.56x45 NATO (.223 Remington) AR15/M4 compatible magazine that offers a cost competitive upgrade from the aluminum USGI. It features an impact resistant polymer construction, easy to disassemble design with a flared floorplate for positive magazine extraction, resilient stainless steel spring for corrosion resistance, and an anti-tilt, self-lubricating follower for increased reliability.The GEN M2 MOE is identical in form and function to the older model PMAG except that the optional Impact/Dust Cover is now sold separately. Made in U.S.A. ITAR - International Traffic in Arms Regulations Controlled ProductWill Not Ship this item to the following states due to High Capacity Magazine Restrictions: CA, CO, HI, MD, MA, NJ or NY."
6,http://www.armslist.com/posts/5078006,For Sale:  Norinco AK 56S Underfolder,"Post Falls / South Hill, Coeur D' Alene, Idaho","$ 2,000","Listed On: Tuesday, January 19, 2016",Rifles,Norinco                                                                                ,7.62x39                                                                                ,Semi-automatic                                                                                ,Rifle,"Just had a baby and downsizing my collection. Norinco AK 56S Underfolder Pre Ban. Comes with 3 eastern bloc mags.$2,000 Text or Call David @ 509-768-1318"
7,http://www.armslist.com/posts/5078007,"For Sale:   KJW KP-06 ""XCELERATOR""","North Reno, Reno, Nevada",$ 90,"Listed On: Tuesday, January 19, 2016",Paintball/Airsoft,no type,no type,no type,no type,This pistol comes with 2 mags and has awesome fiber optic green sights. I only used this a few times. $90 OBO Comes in original box. Text me if interested REDACTED
9,http://www.armslist.com/posts/5078009,For Sale:  NEW TAURUS CURVE 380 ACP NO LASER/$20 SHIP,"EASTON/LEHIGH VALLEY/ABE, Pennsylvania, United States",$ 325,"Listed On: Thursday, February 16, 2017",Handguns,Taurus                                                                                ,380 ACP                                                                                ,Double Action                                                                                ,Pistol,"UP FOR SALE IS A BRAND NEW TAURUS CURVE 380 ACP PISTOL COMES WITH 2-6 RD MAGAZINES & CURVED CASE, CLIP, & POCKET HOLSTER Manufacturer: Taurus Condition: New In Box Model: Curve Caliber/Gauge: .380 ACP Barrel Length: 2.5"" Description: Up for auction is a New Taurus Curve. TAURUS INTERNATIONAL 380 Taurus 1180031 180 Curve DAO 380 ACP 2.5 in 6+1 Poly Blk Your body has curves, so why aren't pistols shaped to match? The Taurus Curve is the world's first and only curved firearm, engineered to fit the unique contours of your body with no visible printing. An extreme departure from your typical compact .380, you'll find the Curve takes form and function to an entirely unprecedented level. With its patented, snag-free design,. It attaches with a built in holster-free belt clip. Exceptionally accurate and extremely lightweight at just 10.2 ounces, the Curve is one ultra-comfortable, ultra-reliable personal defense handgun. PLEASE NOTE: These pistols carry the caliber engraving on the barrel and will not require return to Taurus like many early models of Taurus Curve on the market SPECIFICATIONS : Category : PISTOLS Type : Pistol Action : Double Caliber :380 Automatic Colt Pistol (ACP) Barrel Length : 2.5 in Capacity : 6+1 Safety : Loaded Chamber Indicator Grips : Integral Weight : 10.2 oz Frame Finish : Blued Frame Material : Steel Barrel Type : Stainless Steel Slide Description : Black Case Type : Hard Plastic Barrel Length Range : 2.00 in to 2.99 in Weight Range : 9.01 oz to 15.99 oz YOU CAN BUY LASER KITS FOR THESE SEPERATELYALL MY PRICES INCLUDE PA SALES TAX & TRANSFER FEESFOR CREDIT CARD SALES ADD 3%THANKS & GOD BLESS"
11,http://www.armslist.com/posts/5078011,For Sale:  all types of ammo,"Wilmington nc 28405, Wilmington, North Carolina",$ 95,"Listed On: Tuesday, January 19, 2016",Ammo,no type,no type,no type,no type,"making some room in the safe so somethings have to go .federal field and target 12 gauge 2 3/4 # 8 shot . - 75 shells ( 3boxes ) -30.00federal Classic rifled slugs 12 gauge 2 3/4in 1 1/4 oz - 5 rounds ( 1 box ) - 5.00federal Classic rifled slugs 12 gauge 3 inch 1 1/4 oz - 5 rounds ( 1 box ) - 5.00winchester supreme high velocity turkey loads 12 gauge 3 in 1 3/4oz  5 shot- 10 shells ( 1 box ) - 15.00pdx1 .410 2 1/2 750 velocity - 17 shells ( 1 box and 7 loose shells - 14.005.56/.223 mixed 37 rounds of mixed rounds most consisting of pmc 55 gr .- 10.00 barnes vor-tx .30-06 sprg 150 ge tipped tsx bt 20 rounds ( 1 box ) - 25.00mixed federal and remington .30-06 soft nose 26 rounds - 15.00 the more you want , the better of a deal I can give you. 95.00 for everything . I will remove the ammo as its sold so if you see it listed then it's still for sale .Im not willing to ship or travel outside of town .email through armslist  or text me at 910.515.989two"
13,http://www.armslist.com/posts/5078013,For Sale:  Rock River Mid Length/ CMMG .22lrconversion kit,"puyallup, Seattle, Washington","$ 1,000","Listed On: Wednesday, January 20, 2016",Rifles,Rock River Arms                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"selling my Rock River mid length rifle. I have upgraded quite a few things on this rifle since i originally bought it. I have an after market ACOG on it now which works wonderfly. i changed out the stock to a collapsible and went with a hogue grip, and an oversized trigger guard. Upgraded to quick detach front and rear sights which i have two different sets of. one set has a 45degree cant and the other is standard. It comes with a CMMG 22lr conversion kit which simply swaps in and out. I bought some extras for it. i have approximately 500 rounds of 22lr ammo, two cmmg mags, and the anti jam t-handle. I have never had any issues with this rifle. its trusty for sure. Shoots straighter than an arrow and i have even shot steel plate competition with this set up and ran times of 3sec or less. I am asking 1000 for this two in one gun grab. i hate selling my firearms, but i want to get into competitive archery and need a good bow to do so. That is the only reason i am selling this. I have harvested animals with this set up in 22lr or 223. BTW i have 3 pmags and the original 223 bolt carrier."
14,http://www.armslist.com/posts/5078014,For Sale:  Norinco NHM 91,"Post Falls / South Hill, Coeur D' Alene, Idaho","$ 1,200","Listed On: Tuesday, January 19, 2016",Rifles,Norinco                                                                                ,7.62x39                                                                                ,Semi-automatic                                                                                ,Rifle,"New baby forces sale. Beautiful Norinco NHM 91 I replaced the thumbhole stock with pre ban Norinco wood. Has a 20 inch chrome lined barrel and bipod. This came factory with the threaded barrel and open front sight. Very rare and un neutered for a 93' Import. $1,200 Call or text 509-768-1318 Will consider trades for the following,FNH Tactical .45, FAL .308 w/ Imbel receiver, Norinco SKS Sporter D + cash, FNH Five Seven, Preban Ruger Mini 14 or 30 GB in Stainless. FNH 49 30.06 or .308, Beretta Inox 9mm Italian Made Or older Stainless / Brushed Beretta 92 in 9mm + cash, Glock 32C and or 19C + cash, Will also consider non compensated, will consider 2 gun trades if Glock.Shoot me a offer worst I can say is no."
