,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
1,http://www.armslist.com/posts/5071001,For Sale:  Ruger 10/22 folding stock,"Miamisburg, Dayton, Ohio",$ 250,"Listed On: Sunday, January 17, 2016",Rifles,Ruger                                                                                ,22 Long Rifle                                                                                ,Semi-automatic                                                                                ,Rifle,Ruger 10/22 carbine with choate folding stock 1 25 round mag 1 10 round mag. Cash only to 18+ ohio buyer. $250. Email phone number and name. Too many guns.
2,http://www.armslist.com/posts/5071002,For Sale:  New in box Leupold scope,"McCalla, Birmingham, Alabama",$ 200,"Listed On: Sunday, January 17, 2016",Optics,no type,no type,no type,no type,i have a new in box 2-7x33 Leupold VX1. balck matte with standard duplex. never opened. 200.00 face to face only.
4,http://www.armslist.com/posts/5071004,For Sale:  Anderson/PSA AR15,"Jacksonville, Jacksonville, North Carolina",$ 500,"Listed On: Sunday, January 17, 2016",Rifles,Palmetto State Armory                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"Nice custom built AR15 223/5.56. Price is firm. Anderson lower, PSA slick side upper (no forward assist or ejection port cover) barrel 1:7 twist, APM Steel Shark fishbone muzzle brake, low profile gas tube, Magpul MOE handguard with foregrip, Blackhawk buttstock. Great deal, it was only shot to test gas system for proper function. Text six 78- four two 5- 452two"
5,http://www.armslist.com/posts/5071005,For Sale/Trade:  a,"binghamton, North Central, PA, Pennsylvania",$ 1,"Listed On: Sunday, January 17, 2016",Rifles,no type,no type,no type,no type,aaaaa
8,http://www.armslist.com/posts/5071008,For Sale:  Sig MPX w/ Eotech 512,"Fenton, St. Louis, Missouri","$ 1,550","Listed On: Tuesday, March 15, 2016",Handguns,Sig Sauer                                                                                ,9mm Luger (9x19)                                                                                ,no type,Pistol,"Sig MPX with Eotech 512. Gun comes with all original boxes and papers. Has 30 round mag and single point sling. Price is firm.I've had a lot of nice trade offers but they're not really what I'm looking for. The only trades I'm interested in are 9mm or 357/38 handguns. I also would prefer 3 simple guns over some elaborate custom shop piece where you explain all the fancy upgrades to justify it's really high price. I don't want to sound like a dick, but I'm just trying to simplify both our ends here.I do not want/need any rifles. I also will not split the gun and Eotech."
10,http://www.armslist.com/posts/5071010,"For Sale:  15""Key Mod Rail for AR","NE, Springfield, Missouri",$ 95,"Listed On: Tuesday, February 23, 2016",Gun,no type,no type,no type,no type,"USA Made! New in Box Full length 15"" Free Float Key Mod Rail for AR carbines with at least 16"" barrel and can be used on a rifle barrel. Includes two key mod attachments 4 1/2"" long.  Cash Only if local or PayPal and $8 shipping/handling charge. These are for order only and take 5-10 days to receive. No trades! Call or text REDACTED"
11,http://www.armslist.com/posts/5071011,"For Sale:  Colt MK IV, Series 80, 1911, .45 ACP","Raeford, Fayetteville, Fayetteville, North Carolina",$ 700,"Listed On: Sunday, January 17, 2016",Handguns,Colt                                                                                ,45 ACP                                                                                ,Double / Single Action                                                                                ,Pistol,"Colt MK IV Series 80 .45 ACP for sale.  Come with hard case, wilson magazine, and the original wood grips.Asking $700"
14,http://www.armslist.com/posts/5071014,For Sale:  Sig Sauer Tac Ops 1911  .45ACP.    ***Will Ship ***   $795.00,"South End, Burlington, Vermont",$ 795,"Listed On: Monday, February 15, 2016",Handguns,Sig Sauer                                                                                ,45 ACP                                                                                ,Single Action                                                                                ,Pistol,"For Sale: Sig Sauer Tacops 1911 .45ACP. The best kept secret in the Sig 1911 lineup. Stainlees steel frame with a black Nitron finish, integral accessory rail, ambi thumb safety, beveled magwell, Ergo XT grips. Includes: Original box, manual, 4 factory 8 round mags, sig holster. Purchased new fall 2013. Approximately 400 rounds thru it. Price $795.00 MUST HAVE: VALID VERMONT DRIVERS LICENSE.Will provide Bill of Sale. Out of state buyers:  Shipping to the lower 48 and AK only, Make sure the gun is legal in your state!  This is your reasonability. Will be shipped to a FFL dealer in your state after payment.No trades please."
15,http://www.armslist.com/posts/5071015,For Sale:  Weatherby o/u shotgun,"Superior, Superior, Wisconsin","$ 1,650","Listed On: Sunday, January 17, 2016",Shotguns,Weatherby                                                                                ,12 Gauge                                                                                ,Over and Under                                                                                ,Shotgun,"Weatherby Athena grade v. 12 gauge shotgun. Has a  28"" barrel and a beautiful walnut stock. There he only been about a box of shells through it. I had the gun valued at a local gun shop and the gave the gun a 90+ rating.  I bought this gun for $2200 and I'm asking $1650 obo for it."
16,http://www.armslist.com/posts/5071016,For Sale/Trade:  CEMENTEX 30 PIECE INSULATED TOOL SET,"Wichita, Wichita, Kansas",$ 800,"Listed On: Sunday, January 17, 2016",Miscellaneous,no type,no type,no type,no type,"30 Piece Deluxe Maintenance Insulated Tool Kit is tested to 10000 VAC and rated for daily 1000 VAC live line use. The insulation on these tools is impact resistant and flame-retardant. These are 2000 new. My buddy got them on trade and has no use for them looking to trade for guns or sale for 800 Obo Includes:1/8"" X 2"", 3/16 X 4"", 1/4 X 6"" Slotted Screwdrivers#1 X 3"", #2 X 4"" Phillips Screwdriver30 - 150 in/lb Torque Wrench3/8"" Drive Reversible Ratchet3/8"" Drive 3"" And 6"" Extensions(8) 3/8"" Drive 3/8"" - 13/16"" Deep 12 Point Socket Set(8) 3/8"" - 13/16"" Box End Wrench Set7-1/2"" Diagonal Cutting Plier8"" Needle Nose Plier9"" Linesman's PlierMini Flashlight"
17,http://www.armslist.com/posts/5071017,For Sale/Trade:  180 rds of 7.62x39 WPA & Brown Bear,"Dandridge, Knoxville, Tennessee",$ 45,"Listed On: Sunday, January 17, 2016",Ammo,no type,no type,no type,no type,180 rds of 7.62x39 (100rds WPA & 80rds Brown Bear).  Will trade for 100rds of .40 S&W or .357 Sig.
19,http://www.armslist.com/posts/5071019,Want To Buy:  FNH FNX,"Manning/Sumter Area, South Carolina, United States",$ 500,"Listed On: Sunday, January 17, 2016",Handguns,FN Herstal S.A.                                                                                ,45 ACP                                                                                ,Double / Single Action                                                                                ,Pistol,WANT TO BUY AN FNH FNX IN 45 ACP. NOT THE TACTICLE VERSION. PREFER USED AND IN FLAT DARK EARTH. HAVE CASH ON HAND AND WILLING TO TRAVEL WITHIN REASON.
20,http://www.armslist.com/posts/5071020,For Sale:  LPK Premium Kits,"NE, Springfield, Missouri",$ 75,"Listed On: Tuesday, February 23, 2016",Gun,no type,no type,no type,no type,Complete Premium Lower Parts Kits! Packaging may vary.  Cash only! No trades! Or accept PayPal with $3 shipping Call or text REDACTED
22,http://www.armslist.com/posts/5071022,For Sale/Trade:  High Standard Double 9 w-104,"Lynchburg,  Madison Heights, Lynchburg, Virginia",$ 1,"Listed On: Sunday, January 17, 2016",Handguns,High Standard                                                                                ,22 Long Rifle                                                                                ,Double Action                                                                                ,Revolver,The gun is in pretty good condition the only problem is that the nickel plating in certain areas has peeled off nothing major as you can see by the picture of the gun still look damn good in my research I discovered from the serial number that it was manufactured in 1962 and I've also discovered that this particular model has been selling for anywhere from $300 to $450 it is a 22lr 9 9 shot revolver with a six inch barrel make and offer also have ammo I could include for the right deal or I could include ammo and or cash for the right deal
23,http://www.armslist.com/posts/5071023,For Sale:  Ruger Blackhawk. 357,"Muncie, Muncie, Indiana",$ 500,"Listed On: Thursday, January 28, 2016",Handguns,Ruger                                                                                ,357 Magnum                                                                                ,Single Action                                                                                ,Revolver,"Selling a  blued  ruger .357. Selling for a friend, bought in the 80's still in good condition. Has minor wear but still shoots like a dream. Took chunks out of a fence post at over 100 yards yesterday... text me if interested. 765-729-892nine, thanks. Will come with 100 rds too, more pics apon request."
25,http://www.armslist.com/posts/5071025,Want To Buy:  Marlin 444 SS,"Cincinnati, Cincinnati, Ohio",$ 500,"Listed On: Sunday, January 17, 2016",Rifles,Marlin                                                                                ,444 Marlin                                                                                ,Lever Action                                                                                ,Rifle,Looking for a Marlin 444SS in good to excellent condition.  This is a lever action rifle with blued steel (not stainless) and crossbolt safety.  Will pay cash or cash + trade if interested.
