,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/5155000,For Sale/Trade:  ruger lc380,"bowling green, Toledo, Ohio",$ 400,"Listed On: Wednesday, February 10, 2016",Handguns,Ruger                                                                                ,380 ACP                                                                                ,Double Action                                                                                ,Pistol,comes with 2 mags all papers org box soft case can add ammo for right trade 400 firm 500 with ammo
1,http://www.armslist.com/posts/5155001,For Sale:  Hi-Point C9 9mm Compact Pistol,"Plano, Dallas, Texas",$ 150,"Listed On: Sunday, April 17, 2016",Handguns,Hi Point                                                                                ,no type,Double Action                                                                                ,Pistol,"All firearm purchases require ATF form 4473 and background check.See all of our great prices on guns at Arachnidarms.com!!+P rated. High-impact polymer frame. High-impact grips. Durable, attractive easy-grip finish. 3-dot, fully adjustable sights. Free extra rear peep sight. Last round lock open. FREE trigger lock. Magazine disconnect safety. Quick on-off thumb safety. Operations & safety sheet. 100% American parts & assembly. Lifetime warranty Barrel length: 3.5 in. Overall length: 6.75 in. Weight: 29 oz. Frame: High-impact polymer Finish: Black powder coat Capacity: 8-shot magazine standard Sights: 3-dots, fully-adjustable rear sight"
2,http://www.armslist.com/posts/5155002,For Sale:  Glock 27 gen 3,"Huntingdon, State College, Pennsylvania",$ 425,"Listed On: Saturday, February 20, 2016",Handguns,Glock                                                                                ,40 S&W                                                                                ,Striker Fire                                                                                ,Pistol,For sale Glock 27 gen 3 trade for a Glock 19 or Glock 17 or Glock 26. $425 Huntingdon 16652 Glock 27 gen 3 2 9 round magazines one magazine has a pinkie extension baseplate on it the white lettering is just crayon I can remove it if you'd like this has been a great gun it's been my everyday carry for the last year or so has functioned flawlessly I have had zero issues with this gun
4,http://www.armslist.com/posts/5155004,"For Sale/Trade:  12 gauge, .410, .22 ammo","West Allis, Milwaukee, Wisconsin",$ 0,"Listed On: Wednesday, February 10, 2016",Ammo,no type,no type,no type,no type,"75 rounds of the 12 gauge, a little corrosion.25 rounds of the .410100 .22lr82 .22 shortMake me an offer I can't refuse cash or will trade for 9mm luger and or.40s&wPerhaps some other Glock goodies"
5,http://www.armslist.com/posts/5155005,For Sale:  S&W 6904 9MM 2 MAGS,"DEARBORN - NEAR MICHIGAN & TELEGRAPH, Detroit, Michigan",$ 350,"Listed On: Wednesday, February 10, 2016",Handguns,Smith & Wesson                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,"SELLING MY NICE SMITH & WESSON 6904 9MM PISTOL. THE 6904 IS A COMPACT PISTOL WITH A 3.5"" BARREL.  BLACK STEEL SLIDE WITH BLACK ALLOY FRAME.  VERY NICE DOUBLE/SINGLE ACTION TRIGGER.   COMES WITH TWO (2) 12 ROUND MAGS & TRIGGER LOCK.  ALWAYS CLEANED AFTER ANY TIME AT THE RANGE. PRICE IS FIRM.  CPL OR PURCHASE PERMIT HOLDER ONLY FACE-2-FACE EXCHANGE AT NEUTRAL LOCATION.   CASH ONLY, NO TRADES WANTED AT THIS TIME."
6,http://www.armslist.com/posts/5155006,"For Sale:  SPRINGFIELD ARMORY RANGE OFFICER 9MM 9+1 5"" W/11 GEAR SYSTEM","Moore, Oklahoma City, Oklahoma",$ 800,"Listed On: Monday, March 28, 2016",Handguns,Springfield                                                                                ,9mm Luger (9x19)                                                                                ,Single Action                                                                                ,Pistol,"FAMILY:1911 Style Pistol Series MODEL:Range Officer TYPE:Semi-Auto Pistol ACTION:Single Action FINISH:Stainless STOCK/FRAME:Steel Frame STOCK/GRIPS:Cocobolo Checkered Grips CALIBER/GAUGE:9mm CAPACITY:9+1 BARREL:5"" SIGHTS:Fully Adjustable Target Sights SAFETY:Extended Thumb SafetyADDL INFO:Stainless Match Grade Barrel ADDL INFO:Beavertail Grip Safety ADDL INFO:Lowered & Flared Ejection Port GUN CASE:Plastic"
7,http://www.armslist.com/posts/5155007,Want To Buy:  WTB: Jennings Ja22,"Nashville, Nashville, Tennessee",$ 75,"Listed On: Wednesday, February 10, 2016",Handguns,no type,no type,no type,no type,Wanting to buy a WORKING Jennings or Jiminez J22. That might be too much to ask though.....
8,http://www.armslist.com/posts/5155008,For Sale:  Ruger gp100 Stainless. 357,"tulsa, Tulsa, Oklahoma",$ 525,"Listed On: Wednesday, February 10, 2016",Handguns,Ruger                                                                                ,357 Magnum                                                                                ,Double / Single Action                                                                                ,Revolver,"Shoots good, a little scratched, just comes with aftermarket caseCall or text 918, eight1three, five174"
9,http://www.armslist.com/posts/5155009,For Sale/Trade:  Rossi S/S Lever action,"Beaches, Jacksonville, Florida",$ 500,"Listed On: Wednesday, February 10, 2016",Rifles,no type,no type,no type,no type,Rossi M92 S/S lever action 38/357 and case.
10,http://www.armslist.com/posts/5155010,For Sale:  .....,"....., Chicago, Illinois",FREE,"Listed On: Wednesday, February 10, 2016",Farming,no type,no type,no type,no type,MUST HAVE FOID
