,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/5257000,For Sale/Trade:  FNP  45 TATICAL,"Chesnee, Greenville, South Carolina",$ 650,"Listed On: Thursday, March 10, 2016",Handguns,FN Herstal S.A.                                                                                ,45 ACP                                                                                ,Double / Single Action                                                                                ,Pistol,"Fnp  45  tactical  pistol in new condition , very few rounds shot , will sell if you buy it today for 700, maybe 650 if you come to me. Have bills Due"
1,http://www.armslist.com/posts/5257001,"For Sale:  Beretta 92A1, 9mm, 17+1, 3 Factory 17rd Magazines, Leather holster, Pistol Case, Very Low Round Count","Alexandria, Northern Virginia, Virginia",$ 650,"Listed On: Monday, March 21, 2016",Handguns,Beretta USA                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,"Beretta 92A1- 9mm, 17+1, - 3 Factory 17rd Magazines- Leather holster- Pistol Case- Very Low Round Count__________________________________________________________________________________* AVAILABILITY: If the ad is up, it is availale.  I will remove it immediately after it sells.* PRICES ARE FIRM: The price is firm - this is a great firearm and worth every penny; so please, no lower offers. * TRADES: I am open to multiple gun trades, or guns plus or minus cash (meaning I can add cash if I have to).Handguns: pretty much anything, but especially: Glock 17, Glock 19, Glock 43, Evo Scorpion, Sig MPX, Sig P6/228/229 (9mm), CZ P-01, CZ SP-01.    Rifles: PTR-91, Walther/Umarex/HK MP5 SD .22 (No GSG please), Sig 716, LWRC REPR, high end AR-10, nicer complete AR lower preferably spikes or something along those lines, will have a sig 516 upper on it. Parts: Daniel Defense Omega 9 rails or Daniel Defense Lite Rails. Diamond back BUIS or other BUIS.NFA: .223 Surpressor, .22 Supressor, Hybrid Surpressor, Mac-10 (full auto .45); HK sear pack - 3 caliber: take all of my trades and I will handle the balance in cash.* QUESTIONS / CELL NUMBER: Please feel free to email me questions. I will try to respond quickly and will include my phone number (sometimes a quick phone call is easier than sending a million texts or emails - but either works for me).__________________________________________________________________________________ACTUAL TRADE / SALE -- HOW IT HAPPENS:- Virginia residents only please - you must have Virginia ID (no, I do not want a copy - just a quick glance to keep us legal).- Cash only, no shipping.- I live in Northern Virginia and like to meet at Sharpshooters Gun Shop / Range (8194 Terminal Rd, Lorton, VA 22079) -- not far from the junciton of I95 and 495, right off of Fairfax County Parkway.  It is a safe place with lots of people present who are vigilant, but do not call the police if they see a gun in someone's trunk.  (I am open to meeting other places if needed)."
3,http://www.armslist.com/posts/5257003,"For Sale/Trade:  IWI Tavor SAR, 16""","Seattle, Seattle, Washington","$ 1,600","Listed On: Saturday, March 26, 2016",Rifles,Israel Weapon Industries                                                                                ,5.56×45mm NATO                                                                                ,Semi-automatic                                                                                ,Rifle,LNIB and is in excellent condition.  FFL transfer is REQUIRED!
4,http://www.armslist.com/posts/5257004,For Sale/Trade:  Tanfoglio ta90,"Mount sterling, Lexington, Kentucky",$ 300,"Listed On: Thursday, March 10, 2016",Handguns,Tanfoglio                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,"Italion all metal cz75 clone, 16 round mag 859-583-726zero"
6,http://www.armslist.com/posts/5257006,For Sale:  Ar 15,"New Bedford, Massachusetts, United States",$ 800,"Listed On: Thursday, March 10, 2016",Rifles,no type,no type,no type,Rifle,500 rounds thru her
9,http://www.armslist.com/posts/5257009,For Sale:  Bump fire stock,"Oshkosh, Appleton, Wisconsin",$ 50,"Listed On: Thursday, April 14, 2016",Gun,no type,no type,no type,no type,I have what i believe is a bump fire stock. It came on an ar i bought and its just not my style so im looking to sell it. Will take other stock as partial trade
10,http://www.armslist.com/posts/5257010,For Sale:  Glock 26,"Minco, El Reno, Oklahoma",$ 475,"Listed On: Thursday, March 10, 2016",Handguns,Glock                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,Glock 26 9mm subcompact. Come with one mag. $475 obo. Not really interested in trades at this time but will listen to them. Needing cash
11,http://www.armslist.com/posts/5257011,"For Sale:  5.45x39, 7N6M","Danville, San Francisco, California",$ 400,"Listed On: Monday, May 2, 2016",Ammo,no type,no type,no type,no type,1080 rounds of Bulgarian ((10)) 5.45x39 in sealed factory tin. Banned from import! This is late production which indicates it may be 7N6M which has a heat treated steel core.Rare newer production with improved performance.
12,http://www.armslist.com/posts/5257012,For Sale/Trade:  LNIB HK P30SK V3 W/Ammo + Extra Mags + Other Extras,"Winchester,Nicholasville, Lexington, Kentucky",$ 700,"Listed On: Tuesday, March 15, 2016",Handguns,Heckler & Koch                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,"Up for sale or trade is a like new HK P30SK V3, DA/SA variant, with a decocker, 9mm cal. Only shot less than 200 rounds through it. It has the factory luminescent sights. Comes with the usual factory stuff (pictured). Besides the 2-10rd factory mags that's usually comes with the gun, there are 4 extra mags (2-10rd and 2-13rd mags). The 4-10rd mags are like new, and the 2-13rd mags are brand new. All the mags has pinky extensions. Which included an XGrip extension (pictured). A couple of factory flat magazine baseplates are also included. Also comes with 177 rounds of assorted ammo (157 rounds of fmj and 20 rounds of SIG hollow points rounds). $700 firm. Low ball offers will be ignored. Trade value is $750. Package sale or trade only. Will not split the package. And please don't email me to text you or ask for my phone number before I get to know you cuz you will be ignored. I prefer to start things over email, and exchange phone numbers when a meeting is set. Must meet around Lexington or the surrounding counties only. Must have CCDWL to buy or trade this gun. Thanks for looking."
14,http://www.armslist.com/posts/5257014,For Sale:  PSA pa10  (ar-10),"Central, Bakersfield, California",$ 950,"Listed On: Tuesday, March 29, 2016",Rifles,Palmetto State Armory                                                                                ,308/7.62 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"308/7.62x51 AR-10Palmetto state armory pa10Very reliable, eats all ammo. Need to sell fast. Great gun, but I need money right now."
16,http://www.armslist.com/posts/5257016,For Sale:  Rossi M92,"Bruin, Pittsburgh, Pennsylvania",$ 500,"Listed On: Tuesday, March 15, 2016",Rifles,Rossi-Braztech                                                                                ,357 Magnum                                                                                ,Lever Action                                                                                ,Rifle,I have a stainless steel rossi model 92 for sale. It is chambered in .357 magnum. The action is very smooth and it shoots great. I will also give you a box of ammo.
18,http://www.armslist.com/posts/5257018,For Sale:  coca cola chest cooler,"south of lafayette, Lafayette, Indiana",FREE,"Listed On: Wednesday, May 11, 2016",Miscellaneous,no type,no type,no type,no type,"i have a brown chest cooler that can be set up to vend cans or bottles everything cools awsome also has vending mechanism to set up from 5 cents on up. intersted in all bangs,hand shot yuou name. interested hit me up worst i can say is no"
19,http://www.armslist.com/posts/5257019,For Sale:  Smith and wesson 1911,"Se pdx, Portland, Oregon",$ 850,"Listed On: Thursday, March 10, 2016",Handguns,Smith & Wesson                                                                                ,45 ACP                                                                                ,Single Action                                                                                ,Pistol,Almost new smith and wesson 1911 e series with 2 galco holster and 5 mags and all original  papers and box 900 obo am buying a car so looking to sell quick cash only Text or email 5o37534482
21,http://www.armslist.com/posts/5257021,"For Sale:  G23 Gen 3 + Holster, Mag carrier, Carry Ammo, Night sights *MUST SELL TODAY*","Grove City, Columbus, Ohio",$ 550,"Listed On: Thursday, March 10, 2016",Handguns,Glock                                                                                ,40 S&W                                                                                ,Striker Fire                                                                                ,Pistol,"ASKING 550 OBO FOR ALLG23 Gen 33 mags, no boxTrijicon night sights (Nov 2011) PHLster ACCESS tuckable iwb holsterSafariland paddle mag carrier45 rounds of Hornady Critical Defense $730+ invested.also have IIIA Point Blank soft armor w/ carrier for sale. $200, $150 if youre also buying the gunFTF IN GROVE CITYHAVE ID OR CCW"
22,http://www.armslist.com/posts/5257022,For Sale:  BCM AR 15,"Edmond, Oklahoma City, Oklahoma",FREE,"Listed On: Thursday, March 10, 2016",Rifles,Bravo Company USA                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"This is a complete BCM rifle, it has a 14.5 BFH Gov profile barrel with a mid length gas system. The rifle also comes with Magpul moe hand guards, Magpul Pro sight and Magpul MIAD pistol grip. $1100 for the rifle but will sell the upper from the lower if interested. $650 and if the buyer purchases the rifle I will sell a new Pelican 1700 case for $100."
23,http://www.armslist.com/posts/5257023,For Sale:  DTA SRS A1 300WM,"Hawaii, Hawaii, United States","$ 3,400","Listed On: Thursday, March 10, 2016",Rifles,no type,no type,no type,no type,"DTA Gen 1 300wm. 26"" bbl, 107 rounds down the tube.Also included is a Gen 2 conversion kit for short action (.308, 6.5cm, 260 etc) 2 short action magazines, 1 long action magazine, DTA 40 MOA scope mount, DTA bore guide and Seekonk torque wrench."
26,http://www.armslist.com/posts/5257026,For Sale:  7.62x39 1000rd Case FMJ,"West, Omaha, Nebraska",$ 160,"Listed On: Thursday, March 10, 2016",Ammo,no type,no type,no type,no type,"1000 rds of 7.62x39, seperated in 20 rd boxes. 123 Grain, FMJ, Manufactured in Russia.
 
Just got rid of my AK and have an extra case of ammo, i payed 280.00 for it online a month ago. Im selling this one fast at 160.00
REDACTED
Text or call"
27,http://www.armslist.com/posts/5257027,For Sale:  Ruger police service six,"Central, Bakersfield, California",$ 500,"Listed On: Thursday, March 10, 2016",Handguns,Ruger                                                                                ,357 Magnum                                                                                ,Double Action                                                                                ,Revolver,"Double action with amazing accuracy and great grip. 6 shot, 3.5 inch barrel, nice looking revolver."
29,http://www.armslist.com/posts/5257029,For Sale/Trade:  Brand New Fully loaded Bear BR33 Compound Bow,"Portland, Portland, Oregon",$ 999,"Listed On: Thursday, March 10, 2016",Archery,no type,no type,no type,no type,"Looking to move a complete compound bow setup. It's right handed, so I can't use it (I'm a lefty) Brand new, fully loaded 2016 Bear BR33 compound bow. Draw weight is is 55-70 lbs. Draw length can be adjusted from 27"" to 32""  Bow has the following installed: React one pro sight w/dovetail Trophy ridge HXL limb driven rest 2 piece hoyt quiver (5 arrow) 8"" Bee stinger stabilizer (6oz) 5 Easton axis arrows (new) 2 Fletcher wrist releases  Only thing you need for this, is a target to shoot at.   Asking $999 (Bare bow is $899 retail) OBO"
32,http://www.armslist.com/posts/5257032,For Sale:  Nickel S&W Model 459,"Clinton, Knoxville, Tennessee",$ 525,"Listed On: Thursday, March 10, 2016",Handguns,Smith & Wesson                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,"I have up for sale my beautiful Smith&Wesson model 459. This is a hard gun to come by in this one is in very good shape, Only knock on the gun is some wear around the top edge of the grips. Picture Shows Spot. Other then that she is in very good shape and shoots like a dream. Has the factory Adjustable rear sights which help a lot picking up sight picture over the fixed ones in my opinion. This is a hard to come back all steel frame gun,These guns are getting harder and harder to find and going up every year. Will sell for 525,May consider some trades Feel free to email me or you can call or text me at REDACTED"
33,http://www.armslist.com/posts/5257033,"For Sale:  IMI Desert Eagle 44 Magnum, Satin Chrome, Pistol Case","Alexandria, Northern Virginia, Virginia","$ 1,250","Listed On: Wednesday, March 16, 2016",Handguns,Israel Weapon Industries                                                                                ,no type,Single Action                                                                                ,Pistol,"IMI Desert Eagle 44 Magnum - Satin Chrome- One factory magazine- Pistol Case__________________________________________________________________________________* The price is firm - its a great firearm and worth every penny; so please, no lower offers.* No trades please - I am only selling this to scale back on my little collection.* Please feel free to email me any questions. I will try to respond quickly and will include my phone number (sometimes a quick phone call is easier than sending a million texts or emails - but either works for me).__________________________________________________________________________________* Virginia residents only please.* You must be elligible to own firearms. It'd be great if you have a voter's card or a CHL.* Cash only, no shipping.* I live in Northern Virginia and like to meet at Sharpshooters Gun Shop / Range -- not far from the junciton of I95 and 495, right off of Fairfax County Parkway."
34,http://www.armslist.com/posts/5257034,For Sale:  Springfield M1A 7.62x51MM,"Jackson, Jackson, Mississippi","$ 1,400","Listed On: Tuesday, July 5, 2016",Rifles,Springfield                                                                                ,7.62x51mm NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"Like New OD Green Springfield M1A 7.62x51MM. Comes W/ Generation 4 Springfield Scope Mount W/ box, Shepherd Scope, one factory magazine, and carrying case. $1400.00 FIRM Hinds/Madison Co.NO TRADES.  This is a great deal the scope mount alone is $150.00 and the scope is $750.00."
39,http://www.armslist.com/posts/5257039,For Trade:  Lookin to trade my xd 45,"Any, Cleveland, Ohio",Offer,"Listed On: Wednesday, April 6, 2016",Handguns,Springfield                                                                                ,45 ACP                                                                                ,Striker Fire                                                                                ,Pistol,i have an xd 45 full size service model mint condition for trade also comes with three mags looking for glocks m&p's an even a smaller caliber xd let me no what you have REDACTED or email
40,http://www.armslist.com/posts/5257040,For Sale:  Smith & Wesson 64-5,"Jackson, Jackson, Mississippi",$ 425,"Listed On: Wednesday, August 17, 2016",Handguns,Smith & Wesson                                                                                ,38 S&W Special                                                                                ,Double / Single Action                                                                                ,Revolver,For Sale S&W 64-5 .38 Special W/ Factory Hogue Grip. Police Pistol from a Texas Police Department.
41,http://www.armslist.com/posts/5257041,For Sale/Trade:  Anderson AR15 Upper,"San Jacinto, Riverside, California",$ 375,"Listed On: Thursday, March 10, 2016",Gun,no type,no type,no type,no type,"This listing is for an AR15 upper reciever, the only used portion is the barrel (DTI 1/9 with approx 1000rnds through.) The reviever is an Anderson MFG. A3 upper w. M4 feed ramps, DTI dust cover, DPMS forward assist, a Strike Industries Mega Fin 7 inch key mod rail, with a Troy Industries Medieval Flash Hider, an Anderson MFG. charging handle, a Yankee Hill Micro gas block, and an Anderson MFG. stainless carbine gas tube. This set up as a Carbine upper, again all parts are new minus the barrel. The gas block is a set screw type with the barrel being dimpled. Inlcudes x1 Panasonic CR-123 battery and a used Spikes Tactical pistol grip with hardware. No sights or BCG. (Sold AS IS, know all federal and local laws. Exercise proper and safe operation of this accessory, seller is not liable for any improper, unsafe, or unlawful use of said item.) Willing to ship for for extra. Contact me at REDACTED"
42,http://www.armslist.com/posts/5257042,For Sale/Trade:  Glock 23 gen 2,"Jacksonville, Jacksonville, North Carolina",$ 550,"Listed On: Thursday, March 10, 2016",Handguns,Glock                                                                                ,40 cal                                                                                ,no type,Pistol,Extended mag and slide release. Skull laser engraved back plate and skull plug. 4 mags total3 13 rds 1 15 rd. Also have a fobus holster and double mag holster and a hougue grip.also have about 100 rds of hollow points. Taking trade and cash offers
43,http://www.armslist.com/posts/5257043,For Sale:  Winchester Model 290 with original Bushnell Scope,"Grand Junction, Western Slope, Colorado",$ 300,"Listed On: Thursday, March 10, 2016",Rifles,Winchester                                                                                ,22 Long Rifle                                                                                ,Semi-automatic                                                                                ,Rifle,for sale- Winchester model 290 22 LR semi auto tube fed. Comes with original Bushnell Custom 22 3x-7x scope and mount. Can shoot shorts out of it too. Great condition and a blast to shoot. Great starter gun or for small game. Wood and bluing in great shape. Will throw in a case. Asking $300 OBO will consider some trades only firearm related.
45,http://www.armslist.com/posts/5257045,For Sale:  1939 Mosin Nagant 91/30,"Jackson, Jackson, Mississippi",$ 200,"Listed On: Monday, April 18, 2016",Rifles,no type,7.62x54R                                                                                ,Bolt Action                                                                                ,Rifle,1939 Mosin Nagant 91/30 7.62X54R Excellent Condition.
46,http://www.armslist.com/posts/5257046,For Sale/Trade:  KelTec pf9,"Bowling green, Bowling Green, Kentucky",$ 300,"Listed On: Thursday, March 10, 2016",Handguns,Kel-Tec,no type,no type,no type,I have a keltec pf9 I'd either want to sell or trade for a glock any model as long as it's a 9mm
48,http://www.armslist.com/posts/5257048,For Trade:  Glock 29,"61615, Peoria, Illinois",Offer,"Listed On: Thursday, May 26, 2016",Handguns,no type,no type,no type,no type,"Have a like glock 29 gen 4 chambered in 10mm. Only fired 10 rds through it. Comes with 3 10rd mags, no case. Wanting to trade for a new or like new Glock 26 or 27 Gen 4's only. Will entertain all offers for other guns"
50,http://www.armslist.com/posts/5257050,For Sale/Trade:  2002 Subaru wrx,"north, Colorado Springs, Colorado","$ 3,500","Listed On: Thursday, March 10, 2016",Rifles,no type,no type,no type,no type,"I have a 02 wrx turbo 5 speed lots of work done to it runs great with tons of parts 3 inch forged down pipe, 4 inch sti exhaust, after market strut bars upper lower and rear, cold air intake, access port cobb tunner inside, tented windows, transmission and clutch done last year not the best looker but is a solid car an fun to drive please text REDACTED"
51,http://www.armslist.com/posts/5257051,For Sale:  USGI Colt M16A1 5.56x45MM,"Jackson, Jackson, Mississippi",$ 750,"Listed On: Thursday, March 10, 2016",Rifles,Colt                                                                                ,5.56×45mm NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"USGI Colt M16A1 W/ U.S. AUTOWEAPONS lower reciever.  Barrel marked CMPC. Comes with 1-30 round Magazine. $750.00 Hinds/Madison Co ""By 1969 and before serial number 1,750,XXX Colt's chrome chamber barrels were marked C MP C, and the proof  markings and C were moved to the same spot. This marking was used as late as 1970 or 1971 and serial number  4,552,XXX. The C means Colt’s, the M means Magnetic particle inspected, the P for Proof fired, and the C near  the muzzle for Chrome chamber."""
