,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/6585000,For Sale:  5.56 & .223 Ammo,"East Charlotte, Charlotte, North Carolina",$ 30,"Listed On: Tuesday, March 14, 2017",Ammo,no type,308/7.62 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"I have several boxes of 5.56mm and .223 Rem ammo for sale.3 boxes of 20 rounds: PMC Xtac 5.56 NATO 62 grain green tip-LAP  $5 each1 box of 20 rounds: Winchester power max bonded 64 grain bonded rapid expansion php, .223 REM $101 box of 20 rounds: Winchester Match 69 grain matchking HPBT, .223 REM $10Take all 5 boxes for 30$ OBO"
2,http://www.armslist.com/posts/6585002,For Sale:  #5311 SIG RM400-16B-ECP,"Pickens, Greenville, South Carolina","$ 1,300","Listed On: Monday, February 26, 2018",Rifles,Sig Sauer                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"Tag# 5028/5310/5311/5312/5313 UPC Code: REDACTED17SIG SAUER® M400™ ENHANCED CARBINE - BLACK FINISH•Semi-auto •Direct impingement gas operating system w/rotating locking bolt •True tactical AR platform features black polymer Magpul® MOE forend, grip & collapsible stock •7075-T6 aircraft grade aluminum forged lower receiver •Chrome-lined & phosphate-coated barrel •1:7 twist •M16A2 type flash supressor •Includes Magpul® PMAG •OAL: 35.6” (extended), 32.5” (collapsed) •Wt. (w/out mag.): 6.7 lbs.  MSRP: $1413 YOURS ONLY: $1300 CONTACT OR VISIT US FOR MORE DETAILS, BE SURE TO ASK FOR INFO ON OUR WEEKLY DEALS!!! Please visit us at www.frontlinearmsinc.coM All of our firearms when purchased must either be shipped to aLicensed FFL Dealer or purchased and picked up in our store located in Pickens, SC. All appropriate paperwork and identification required for purchases of firearms. Shipping $18-35 depending on location and weight. No trades.Contact us at Frontline Arms Inc. at REDACTED or REDACTED if you have any questions.Please visit us at WWW.FRONTLINEARMSINC.COM"
5,http://www.armslist.com/posts/6585005,"For Sale:  Colt Python 38 Spl 8"" Target Model Revolver - 1980","Matthews, Charlotte, North Carolina","$ 3,000","Listed On: Wednesday, May 9, 2018",Handguns,Colt                                                                                ,38 S&W Special                                                                                ,Double / Single Action                                                                                ,Revolver,"1980 Colt Python 8"" target revolver in .38 spl. Blue condition is a nice 96% with very little wear. There are a couple of marks on the right side frame underneath the cylinder, and some very light wear on the left side frame just underneath the rear sight. Also, a small area on the top strap above the cylinder. But overall, this gun has nice and shiny blue. Bore is clean, and grips are in near perfect condition. Action is very smooth, and cylinder locks up tight with no movement. No factory box or paperwork included. SN: LA79xx."
7,http://www.armslist.com/posts/6585007,For Sale:  Smith & Wesson MP15 X,"Oldsmar, Tampa/St. Pete, Florida","$ 1,100","Listed On: Tuesday, March 14, 2017",Rifles,Smith & Wesson                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,with seven 30 round mags and flashlight
11,http://www.armslist.com/posts/6585011,For Sale/Trade:  Palmetto State and Mega Arms AR,"Anderson, Anderson, Indiana",$ 800,"Listed On: Tuesday, March 14, 2017",Rifles,Palmetto State Armory                                                                                ,5.56×45mm NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"AR in 5.56Factory Palmetto State upper18"" barrel, lightweight profile, chrome lined, cold hammer forged, FN marked15"" mlok railPalmetto state premium BCG auto profileMega arm's forged gator lowerPalmetto state premium internals Daniel defense urbam grey furnitureMagpul MBUS sights front and back2 magsHolosun reddotDon't email asking me what I'd take. You can read the post and my listed price for it"
12,http://www.armslist.com/posts/6585012,For Sale:  Stormlake Threaded barrel for S&W M&P Compact SS,"Saginaw, Michigan, United States",$ 140,"Listed On: Thursday, May 4, 2017",Gun,Palmetto State Armory                                                                                ,5.56×45mm NATO                                                                                ,Semi-automatic                                                                                ,Rifle,I have a used Stormlake Stainless Steel for S&W M&P Compact in 9mm for sale. This barrel is used but it is in very good condition. It does have a couple of wear marks but they are normal and do not affect the performance of the barrel. I bought it new from Optics Planet and only used it a handful of times but I have no use for it at this time. I'm asking $140 Or best offer. I prefer a face to face transaction but I could also take PayPal and ship it but with 3% added to cover my fees. Text me at REDACTED. Thank you for looking and God Bless.
13,http://www.armslist.com/posts/6585013,"For Sale/Trade:  45-70, 45 COLT, 410 COMBO REVOLVER","ELKHART, South Bend, Indiana","$ 1,000","Listed On: Tuesday, July 11, 2017",Handguns,Smith & Wesson                                                                                ,45 Long Colt                                                                                ,Double / Single Action                                                                                ,Revolver,"UP FOR SALE IS A RARE REVOLVER CANNON IN A FACTORY 45/70 CALIBER WITH AN EXTRA CYLINDER FOR THE SAME REVOLVER IN OPTIONAL 45 LONG COLT AND 410 SHOTGUN CALIBERS. THIS RARE GUN WAS PRODUCED IN THE MID 90'S WITH AMBIDEXTROUS SAFETY AND A RIFLED SNUB NOSED BARREL.  SUB CALIBER SLEEVES WERE ALSO AN OPTION WITH THIS GUN THAT CAN SOMETIMES BE FOUND ON THE MARKET TO PURCHASE GIVING THIS GUN THE CAPABILITY TO FIRE OTHER CALIBERS SUCH AS 9MM, 357 MAGNUM, 22LR, ETC.  THIS IS A FACTORY BUILT MODEL T-70 FRAMED REVOLVER NOT THE T-45 MODEL COMMONLY FOUND WITH A 45-70 CYLINDER ADDED MAKING THIS MORE RARE AS LESS WERE BUILT. THIS IS A 4140 CHROME MOLY STEEL REVOLVER WEIGHING AROUND 48 OUNCES EMPTY.  I PURCHASED THIS FROM A COLLECTOR DEALER BRAND NEW UNFIRED.  I FIRED ONE CYLINDER OF 45-70 STANDARD PRESSURE 405 GR. BULLETS.  I ALSO FIRED IN THE OTHER CYLINDER 1 CYLINDER OF .410 IN 3"" MAGNUM ROUNDS BOTH IN SLUGS AND SHOT.  I ALSO RELOADED IT A SECOND TIME WITH A CYLINDER FULL OF DIFFERENT GRAINS OF .45 LONG COLT ROUNDS. IT BARELY KICKS DUE TO THE WEIGHT AND WILL DEFINITELY PUT A STOP TO ANY THREAT COMING YOUR DIRECTION!!  THE GUN WILL SELL WITH INCLUDED FACTORY CASE I HAVE ALONG WITH A RARE FACTORY HOLSTER THAT ALSO HOLDS A FEW EXTRA ROUNDS ON IT AS WELL AS SOME FACTORY PAPERWORK AND DOCUMENTATION THAT CAME WITH IT.  THIS GUN WAS OUT LONG BEFORE THE JUDGE WAS AND IS MORE COMPARIBLE TO THE NO LONGER BUILT RAGING JUDGE BUT INSTEAD OF ALSO SHOOTING 454 CASULL IT SHOOTS THE 45-70.  PLEASE CALL OR TEXT IF INTERESTED, THANKS. REDACTED THIS REVOLVER WAS BUILT BY MILITARY INC. IN TN. COMMONLY CALLED THE THUNDER FIVE."
20,http://www.armslist.com/posts/6585020,For Sale:  Hi-Standard Dura-Matic M-101 .22LR Semi Auto Pistol,"NW Oklahoma City, Oklahoma City, Oklahoma",$ 260,"Listed On: Saturday, July 8, 2017",Handguns,High Standard                                                                                ,22 Long Rifle                                                                                ,Double Action                                                                                ,Pistol,"What you are looking at is this Hi-Standard Dura-Matic .22 semi auto pistol.  This pistol is in very good condition.  This is a used pistol so here is some wear from usage, but still in very good condition.  This pistol will come with one magazine and the leather case shown in pictures.  We will ship this pistol for an additional $20.  Please take a look at the pictures, they are of the actual item.  If you have any questions please contact us at REDACTED.  Thanks!!!"
21,http://www.armslist.com/posts/6585021,For Sale/Trade:  sig sauer p229 blue piranha 9mm,"Lawrenceville, Atlanta, Georgia","$ 1,100","Listed On: Sunday, May 14, 2017",Handguns,Sig Sauer                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,Sig p229 blue piranha in 9mm for sale. Bought new last year. Less than 50 rounds through original barrel and 150 through threaded barrel.. Has stock barrel and sig threaded barrel. Asking $1100 obo also open to trades.
28,http://www.armslist.com/posts/6585028,For Sale:  5.11 Plate Carrier Size L,"Chesterland, Cleveland, Ohio",$ 100,"Listed On: Wednesday, July 12, 2017",Tactical,no type,no type,no type,no type,5.11 plate carrier in multicam.  With cummerbund. Size L $100
