,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/6450000,For Sale/Trade:  colt 6920 with aimpoint,"need to know basis, Nashville, Tennessee",$ 600,"Listed On: Sunday, February 12, 2017",Rifles,Colt                                                                                ,5.56×45mm NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"Would like to trade my new in box never fired hi point carbine with military issued bsa red dot holographic. Comes with 3 magazines 10 rounds each which gives 10 more rounds then a 20 round magpul. My gun runs flawless, expect yours to be as reliable. Your colt should have an aimpoint, or trijicon to even the deal. Don't even lowball me , I know the value of bangs. If you spam me, I will spam you back. Serious offers only, I am only posting this to help you...."
1,http://www.armslist.com/posts/6450001,For Sale/Trade:  Springfield 1911 Range Officer 9mm for trade or for sale,"Cordova, Memphis, Tennessee",$ 750,"Listed On: Sunday, February 12, 2017",Handguns,Springfield                                                                                ,9mm Luger (9x19)                                                                                ,Single Action                                                                                ,Pistol,Springfield 1911 Range Officer 9mm for trade or for sale
2,http://www.armslist.com/posts/6450002,For Sale:  Kel-Tec PMR30 .22WMR,"SW, Las Vegas, Nevada",$ 525,"Listed On: Tuesday, March 14, 2017",Handguns,Kel-Tec                                                                                ,22 WMR                                                                                ,Single Action                                                                                ,Pistol,"Kel-Tec PMR30 .22WMR*Trades Welcome*- Walther PPQ M2 9MM- Glock G34 Gen4- Glock G17 Gen4- Glock G19 Gen4- Glock G26 Gen4NVDL is requiredNV CCW/Blue Card is a plus*NV only, will not ship to other states*"
4,http://www.armslist.com/posts/6450004,For Sale:  Thompson Center Venture,"Missoula, Missoula, Montana",$ 425,"Listed On: Sunday, February 12, 2017",Rifles,Thompson Center                                                                                ,270 Winchester                                                                                ,Bolt Action                                                                                ,Rifle,"I am selling my Thompson Center Venture chambered in .270 Winchester. THis gun has been great over the years, never had any issues with it. I am only selling because I won a new rifle package and will no longer hunt with this one. Very few minor scratches on the stock that are cosmetic, but the gun functions very well and is very accurate. Scope, rings, and base not included."
5,http://www.armslist.com/posts/6450005,For Sale:  Taurus 9mm,"Clemson, Greenville, South Carolina",$ 250,"Listed On: Sunday, February 12, 2017",Handguns,Taurus                                                                                ,9mm Luger (9x19)                                                                                ,Bolt Action                                                                                ,Pistol,i have a Taurus 9mm I'm wanting to trade for another HANDGUN only or sell it's a great gun just looking to see what's out there really only wanting to trade and will add cash for the right deal call or text at REDACTED
6,http://www.armslist.com/posts/6450006,For Sale:  223/5.56 reloading projectiles,"Norman, Oklahoma City, Oklahoma",$ 750,"Listed On: Saturday, February 18, 2017",Reloading,Taurus                                                                                ,9mm Luger (9x19)                                                                                ,Bolt Action                                                                                ,Pistol,"Norman, REDACTED, $75 OBO I have available for trade/sale a large lot of .224 projectiles. These are 55gr FMJ-BT with Cannelure. These are pull downs, but in very good shape (see pictures). I would keep these, but i prefer SP/HP. I would trade these for H335 powder, CCI 400 primers, certain 240g 44 mag projectiles, or 223/5.56 reloading brass. by weight, there are approximately 750 projectiles. Pick up in Norman only."
7,http://www.armslist.com/posts/6450007,For Trade:  For trade,"Benson, Raleigh / Durham / CH, North Carolina",Offer,"Listed On: Friday, February 24, 2017",Handguns,Taurus                                                                                ,9mm Luger (9x19)                                                                                ,Bolt Action                                                                                ,Pistol,"Have a nice glock 26 looking to trade for a 19 , it is gen 4 with custom stippling on it has self defense night sights on it , I have my CCW so should u , am in Benson nc thanks, can text me pic of your gun to REDACTED"
8,http://www.armslist.com/posts/6450008,For Sale:  Custom Built Savage 338 Lapua,"Arlington, Northern Virginia, Virginia","$ 3,200","Listed On: Sunday, February 12, 2017",Rifles,Savage Arms                                                                                ,338 Lapua                                                                                ,Bolt Action                                                                                ,Rifle,"Brand new Savage 10/110 FCP HS Precision in 338 Lapua.  Comes with a custom painted, desert pattern stock.  Modified with an adjsutable cheekrest, Timney trigger and a host of other itm=ems, way too many to lsit.  Cost over $4500 to build.  I have had the build going on for 4 years and never shot the rifle.  Current range only goes to 100 yeards, which is a waste with this rifle.  I have lots of extras included.  They include:1907 new leather military slingNew Timney triggerOriginal paperwork, but lsot the boxNew Midway drag bagNew Atlas bipod and accessoriesThree new magazinesLNIB Nightforce 5.5-22x50 HS Zero Stop scope with rings and other accessoriesNew Lapua brass and bulletsContact me for the whole list of items.  I pay shipping!Jerry"
9,http://www.armslist.com/posts/6450009,For Sale/Trade:  Arsenal ak for vp9/ glock 19,"South, Louisville, Kentucky",$ 825,"Listed On: Sunday, February 12, 2017",Rifles,Savage Arms                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,Arsenal slr106 with 2 mags. Paid 1100 selling for 825
11,http://www.armslist.com/posts/6450011,For Sale:  Century RAS 47 - NIB,"North, Dayton, Ohio",$ 550,"Listed On: Sunday, February 12, 2017",Rifles,Century International Arms                                                                                ,7.62x39                                                                                ,Semi-automatic                                                                                ,Rifle,"Brand new in box Century RAS47. Mint, never fired. $550. Cheapest on Armslist. Open to trades for the right item."
12,http://www.armslist.com/posts/6450012,For Sale:  Bushmaster Carbon-15 AR-15,"Yoder, Colorado Springs, Colorado",$ 595,"Listed On: Sunday, February 12, 2017",Rifles,Bushmaster                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,Bushmaster Carbon -15. This rifle is like brand new! Maybe 150 rounds down the chamber. Red dot optic included. Meet at FFL of your choice in the springs area.REDACTED. Text works best for me
13,http://www.armslist.com/posts/6450013,For Sale:  500 S&W magnum ammo,"Green bay, Green Bay, Wisconsin",$ 40,"Listed On: Monday, February 13, 2017",Ammo,Bushmaster                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"this was all purchased new &believe me , cost was & is a lot more .500 S&W ammo ..1. Cor bon 440 gr hc $15 each or all 3 $402. HSM 350 gr jhp $30 each or all 8 $2203. Ultramax 325 gr jhp $40 each or all 5 $180all 16 boxes for $425 obo any questions , just ask .thanks"
14,http://www.armslist.com/posts/6450014,For Sale:  S&W 908,"East of Madison, Wisconsin, United States",$ 350,"Listed On: Sunday, February 12, 2017",Handguns,Smith & Wesson                                                                                ,9mm Luger (9x19)                                                                                ,Double Action                                                                                ,Pistol,"For sale only. No trades. Excellent condition S&W 908. 3.5"" barrel, decocker, bob hammer. All original. Was my carry weapon and now have purchased another. Comes with 5 mags- two S&W and three Pro-Mags. S&W case. IWB leather holster.Calls only please. 608-3five8-six7six4.  I will not ship, but will meet within 20 miles of Madison. No felons or BS please. Prefer to see a DL and a CCL.350.00 firm."
15,http://www.armslist.com/posts/6450015,For Sale/Trade:  AK pistol,"st paul, Minneapolis / St. Paul, Minnesota",$ 625,"Listed On: Friday, February 17, 2017",Handguns,Smith & Wesson                                                                                ,9mm Luger (9x19)                                                                                ,Double Action                                                                                ,Pistol,AK-47 pistol comes with upgraded pistol grip muzzle brake and 4 magazines $625
16,http://www.armslist.com/posts/6450016,For Sale:  Sar K2,"Waterloo, Waterloo, Iowa",$ 430,"Listed On: Wednesday, February 22, 2017",Handguns,European American Armory                                                                                ,45 ACP                                                                                ,Double Action                                                                                ,Pistol,There have only been 50 rounds through this pistol.Comes with 3 Magazines.Nothing wrong with it.I would prefer cash but would trade for a Springfield XDS or S&W Shield in 9mm or .45 ACP.
17,http://www.armslist.com/posts/6450017,For Sale:  Glock 30sf 45acp,"Gardendale, Birmingham, Alabama",$ 525,"Listed On: Sunday, February 12, 2017",Handguns,European American Armory                                                                                ,45 ACP                                                                                ,Double Action                                                                                ,Pistol,Price is obo. Call text anytime. REDACTED. No trades unless it a cheaper gun with cash and I'll be able to easily sell the cheaper gun for whatever cash I'm missing from the 525. Gun comes in original box with one 9rd mag and one 10rd with grip plate.
