,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
1,http://www.armslist.com/posts/5302001,For Sale:  Ruger 10/22 navy camo plus extras,"Prior lake, Bloomington, Minnesota",$ 250,"Listed On: Tuesday, March 29, 2016",Rifles,Ruger                                                                                ,22 Long Rifle                                                                                ,Semi-automatic                                                                                ,Rifle,New never fired Ruger 10/22 navy camo. With ruger10/22 case . made by allen .comes with factory mag and a ruger bx25 25round mag as well as 300 rounds of copper 22lr .  all for $280. Must fill out a bill of sale and MUST HAVE A VALID  PTP or CWLThanks .Mike. REDACTED
3,http://www.armslist.com/posts/5302003,For Sale:  Ruger 1911,"Westpark, Cleveland, Ohio",$ 580,"Listed On: Wednesday, March 23, 2016",Handguns,Ruger                                                                                ,45 Auto RIM                                                                                ,Single Action                                                                                ,Pistol,Selling a NIB Ruger SR 1911$580 cash. No Trades. Call Larry REDACTED
4,http://www.armslist.com/posts/5302004,For Sale:  Daniel Defense EZ Car 7.0 Drop In Rail,"Reston, Northern Virginia, Virginia",$ 1,"Listed On: Wednesday, March 23, 2016",Gun,no type,no type,no type,no type,Sold
5,http://www.armslist.com/posts/5302005,For Sale:  Browning Auto-5 12GA Shotgun,"Anderson, IN, Anderson, Indiana",$ 600,"Listed On: Wednesday, March 23, 2016",Shotguns,Browning                                                                                ,12 Gauge                                                                                ,Semi-automatic                                                                                ,Shotgun,"We are selling a pre-owned Browning Auto-5 12GA Shotgun, made in Belgium and in very good condition. The price is $599.95. The barrel is 28"" and marked as modified with the double asterisks (**).This firearm must be shipped to a licensed FFL holder. We do not ship to California. Add $15.00 for shipping, handling and insurance.Local pickup is available at Allan's Jewelry and Loan 130 E. 10th Street, Anderson, Indiana, 46016. Mon - Fri 9-5:30 PM or Sat 9-3 PM ET. Phone: REDACTED or 1-REDACTED Toll Free. Ask for Steve or Jerry Rubenstein."
6,http://www.armslist.com/posts/5302006,Want To Buy:  Looking for a CZ 2075 RAMI sub-compact 9mm,"Ellet, Akron, Ohio",$ 550,"Listed On: Wednesday, March 23, 2016",Handguns,CZ USA                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,"If you have a good condition CZ 2075 RAMI 9mm pistol for sale please contact me via text REDACTED or email. I am interested in purchasing one in cash. ($500-$600 is a fair range I'd say unless you have extras, then we might talk more)"
7,http://www.armslist.com/posts/5302007,For Sale:  Sig P250 in 9mm,"Bellaire/St.Clairsville, Ohio, United States",$ 425,"Listed On: Saturday, May 14, 2016",Handguns,Sig Sauer                                                                                ,9mm Luger (9x19)                                                                                ,Double Action                                                                                ,Pistol,Sig P250 Compact in 9mm. Very low rnd count. Siglite factory night sights. Hard case and 2- 15rnd mags. No discernable wear present.  Never carried.$435 OBO. CWW license holders.Txt seven40 three9one 4five2sevenThx for looking.
8,http://www.armslist.com/posts/5302008,For Sale:  Multiple Firearms,"Bradenton, Tampa/St. Pete, Florida",FREE,"Listed On: Wednesday, March 23, 2016",Rifles,DPMS                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"Sig Sauer P938, Smith&Wesson 5906(9mm) and S&W 4506, Colt Trooper Mark III 357magnum, Mossberg 500 Tactical, Palmetto Arms AR 15, DPMS AR 15, Barska scope, and Remington 770. All for sale. Text REDACTED"
10,http://www.armslist.com/posts/5302010,For Sale:  PTR 91,"Kihei, Maui, Hawaii",$ 900,"Listed On: Thursday, August 25, 2016",Rifles,PTR Industries                                                                                ,308/7.62 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,This rifle has been super fun I have only put about a 100 rounds through it.  It comes with 11 20 round mags. A original german millitary  metal receiver. Original cleaning kit original magazine pouches Manuel. It shots 308 I'm moving off island so it has to go. I am willing to trade thing im interested inSKS1911Any older historic / C&R / WWII
11,http://www.armslist.com/posts/5302011,For Sale/Trade:  Extra AK Parts,"Dayton, Dayton, Ohio",$ 10,"Listed On: Wednesday, March 23, 2016",Gun,no type,no type,no type,no type,I have 3 receiver covers. One has a rail integrated into the cover (mak90 maybe). One has a rail someone installed. And the 3rd is a slick cover. Also have an ak spring assembly as well.Integrated cover $10Installed Cover $10Slick Top $20Spring Assembly $10
13,http://www.armslist.com/posts/5302013,Want To Buy:  Reloading services,"New Hope, Minneapolis / St. Paul, Minnesota",$ 1,"Listed On: Wednesday, March 23, 2016",Services,no type,no type,no type,no type,"Hello, I have a fare amount of once used brass I'd like to have reloaded if anyone can help me out with a fair price or even trade I have some gun parts/accessories and ammo, military gear ect. I'd like to have .223 and .500mag S&W reloaded. Thank you email or txt me with details 509 five nine 48016"
