,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
1,http://www.armslist.com/posts/5402001,Want To Buy:  FNH FNX FN USP 45,"northside, Indianapolis, Indiana",$ 1,"Listed On: Wednesday, April 20, 2016",Handguns,FN Herstal S.A.                                                                                ,45 ACP                                                                                ,Double / Single Action                                                                                ,Pistol,"I have cash and pink permit. Can travel. FNX45, USP45, Tactical or Non Tactical"
2,http://www.armslist.com/posts/5402002,For Sale:  S&W M&P 40,"coon rapids, Minneapolis / St. Paul, Minnesota",$ 400,"Listed On: Wednesday, April 20, 2016",Handguns,Smith & Wesson                                                                                ,40 S&W                                                                                ,Striker Fire                                                                                ,Pistol,"I have a smith and Wesson m&p40. Comes with plastic case, owb holster, and 100 rounds of new 165gr ammo. Gun is in very good condition has night sights that still glow. Has one 15 round mag. Must have permit to purchase."
3,http://www.armslist.com/posts/5402003,For Sale:  Hogan H-223,"Scottsdale, Phoenix, Arizona","$ 1,800","Listed On: Wednesday, April 20, 2016",Rifles,no type,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,BRAND NEW ( NEVER FIRED) Hogan H-223 16 standard carbine AR 15 rifle with NP3 coating.& tactical top rail Comes with 2 30 round mags And original plastic case also have receipt of purchase. Mint condition. $1800-(O.B.O)
4,http://www.armslist.com/posts/5402004,For Sale/Trade:  AR15,"NW OKC, Oklahoma City, Oklahoma",$ 650,"Listed On: Wednesday, April 20, 2016",Rifles,Palmetto State Armory                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,I have a new never been shot AR15 with anderson reciever with the knights of templar symbal on it for sale with a 1:8 twist and a stainless steel barrel for a longer barrel life
5,http://www.armslist.com/posts/5402005,"For Sale:  Daniel Defense DDM4v5 S v5 14.5"" v5s  Mil-Spec plus NEW","Greensburg, Pittsburgh, Pennsylvania","$ 1,649","Listed On: Friday, July 15, 2016",Rifles,Daniel Defense                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"FAMILY:AR-15 Rifle Series MODEL:DDM4 V5 S TYPE:Rifle ACTION:Semi-Auto FINISH:DD Milspec+ Cerakote STOCK/FRAME:Collapsible / Folding Stock STOCK/GRIPS:DD Furniture CALIBER/GAUGE:223 Rem | 5.56 NATO CAPACITY:30+1 BARREL:14.5"" RATE-OF-TWIST:1-in-7"" SIGHTS:None ADDL INFO:Pinned Flash Hider ADDL INFO:Daniel Defense DDM4 12"" Rail ADDL INFO:Daniel Defense Vertical Grip"
6,http://www.armslist.com/posts/5402006,"For Sale:  Mossberg Maverick Model 88 12 Gauge 4 Round 18"" Barrel Pump Action Pistol Grip Shotgun","Marietta, Georgia, United States",$ 200,"Listed On: Saturday, June 11, 2016",Shotguns,Mossberg                                                                                ,12 Gauge                                                                                ,Pump Action                                                                                ,Shotgun,"For Sale Is.... A USED Mossberg Blue Steel  12 Gauge,4 Round Capacity.  This pistol/firearm is in working condition and has been checked through our local police Marietta department, All of our firearms being sold will require a background check to be ran, a 4473 must be filled out &/or presentation of a Concealment Carry License. We also do loan on firearms, gold or any thing of value. Our store contract info : 770  419 7999 ___________________________"
9,http://www.armslist.com/posts/5402009,For Sale:  Chinese Norinco type 56 SKS,"High ridge, St. Louis, Missouri",$ 395,"Listed On: Wednesday, April 20, 2016",Rifles,Norinco                                                                                ,7.62x39                                                                                ,Semi-automatic                                                                                ,Rifle,"This is a Chinese SKS in excellent condition with all matching numbers, bayonet, and cleaning rod and kit. Call joel REDACTED"
10,http://www.armslist.com/posts/5402010,For Sale/Trade:  Sterling .25 auto,"West Cleveland, Cleveland, Ohio",$ 150,"Listed On: Wednesday, April 20, 2016",Handguns,no type,25 ACP                                                                                ,Single Action                                                                                ,Pistol,I have a sterling .25 auto pistol for sale or trade fires fine just needs new grips for other caliber handguns no shotguns
11,http://www.armslist.com/posts/5402011,Want To Buy:  SD9VE,"NW OKC, Oklahoma City, Oklahoma",$ 250,"Listed On: Thursday, June 16, 2016",Handguns,Smith & Wesson                                                                                ,9mm Luger (9x19)                                                                                ,Double / Single Action                                                                                ,Pistol,Im looking for a SD9VE let me know if you have one
13,http://www.armslist.com/posts/5402013,For Sale:  Varget and Longshot. Powder,"El Reno, Oklahoma City, Oklahoma",FREE,"Listed On: Wednesday, June 6, 2018",Reloading,no type,no type,no type,no type,I have Varget powder $27#. And Longshot powder $18#.  Call Don 405-850-1110
