,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
0,http://www.armslist.com/posts/4201000,"For Sale:  FMK Firearms 9C1 G2 Semi Automatic Pistol with Fast Action Trigger 9mm, 4"" Barrel","Auburn, Seattle, Washington",$ 350,"Listed On: Monday, March 14, 2016",Handguns,no type,no type,no type,no type,"NEW IN FACTORY BOXThe FMK 9C1 Gen 2 pistol is chambered in 9mm and features a corrosion resistant BLACK polymer frame and a high carbon steel slide.
The Gen 2 is 6.85” long, 1.14” wide and weighs 23.45 oz. unloaded. It has a 4” barrel with 6 grooves, left hand twist, and a loaded chamber indicator. The ergonomic design makes the Gen 2 a perfect conceal carry choice, and the shock absorbing backstrap makes it comfortable to shoot. This gun is also equipped with trigger guard and trigger safety and a 3-dot low profile sight system.
Specifications and Features: FMK Firearms 9C1 G2 Semi Automatic Pistol with Fast Action Trigger 9mm Luger  4"" Stainless Steel Barrel  14 Rounds  BLACK Polymer Frame  Black Finish Compact Ergonomic Lightweight Design Snag Free Design Ideal for Concealed Carry Picatinny Accessory Rail Shock Absorbing Backstrap Chamber Loaded Indicator Drop Free Magazines No Mag-Out Safety Shorter lighter trigger pull High-Carbon Steel Slide Fixed three-Dot Sights  6.85"" Overall Length  5.09"" Height  1.14"" Width  23.45 oz 1:16 Twist  100% USA Made"
1,http://www.armslist.com/posts/4201001,"For Sale:  Browning A5 Mossy Oak Bottomlands 12 Gauge Semi-Auto Shotgun, 26″ Barrel, Mossy Oak Bottomlands Finish – Browning 0118252005","Tooele, Utah, United States","$ 1,419","Listed On: Thursday, January 28, 2016",Shotguns,Browning                                                                                ,12 Gauge                                                                                ,Semi-automatic                                                                                ,Shotgun,"We have hundreds of other guns currently IN STOCK, and offer some of the nation’s lowest prices! For a complete listing of our current inventory, and to purchase this and other guns online, please be sure to VISIT US ON THE WEB AT:   ***** TSSWarehouse.com *****  SPECIFICATIONS: 
Manufacturer: Browning
Model: A5 Mossy Oak Bottomlands
Caliber: 12 Gauge
Action: Semi-Auto
Type: Shotgun
Barrel Length: 26″
Capacity:
Finish: Mossy Oak Bottomlands
Stock/Frame: Mossy Oak Bottomlands
Overall Length: 47.5″
Safety:
Sights: Fiber Optic
Mags: /
Weight (Unloaded): 7 lbs. 3 oz.
  
 We have 10 in stock, and have them priced to sell quickly for just $1418.61 each."
2,http://www.armslist.com/posts/4201002,For Sale:  glock 37 .45gap,"southgate, Detroit, Michigan",$ 350,"Listed On: Wednesday, April 1, 2015",Handguns,Glock                                                                                ,45 GAP                                                                                ,Single Action                                                                                ,Pistol,glock 37/ .45gap rebuilt by factory with life time warrenty and 2-10round magazin with a lock box
3,http://www.armslist.com/posts/4201003,"For Trade:  PSA AR 15 .223/5.56 18""","Moncks Corner, Charleston, South Carolina",Offer,"Listed On: Wednesday, April 1, 2015",Rifles,Palmetto State Armory                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"Here is a PSA upper with free floating barrel 15 YHM Todd Jarrett rail system and YHM muzzle break, 1/8 twist barrel. Lower is PSA Operation Iraqi Freedom Lower. Has a Bushnell AR Optics 1x4 TDL Illuminated BTR-1 BDC Reticle with a P.E.P.R quick release mount. No hurry to sell or trade just seeing whats out there."
4,http://www.armslist.com/posts/4201004,For Sale:  Saiga AK-74 5.45x39 w/Tapco USA conversion kit & more PRICE DROP!!!!,"Allen county, Fort Wayne, Indiana",$ 700,"Listed On: Wednesday, April 1, 2015",Rifles,Saiga                                                                                ,5.45x39mm,no type,no type,Up for sale I have an Saiga ak-74 with the Tapco USA conversion 6 position stock. Along with the original 10rd mag I will also include 2-30rd Tapco mags(one is desert sand colored). All magazines are fully loaded and will also include a Picatinny Rail conversion for optics. $700 obo trades are also welcome. Please contact Katie at REDACTED thanks!! :)
5,http://www.armslist.com/posts/4201005,For Sale:  Speer Gold Dot 230 Grain Standard Pressure .45,"Aumsville, Salem, Oregon",$ 25,"Listed On: Wednesday, April 1, 2015",Ammo,no type,no type,no type,no type,50 rds $25 firm
7,http://www.armslist.com/posts/4201007,For Sale:  Glock 32,"Central, Pueblo, Colorado",$ 400,"Listed On: Wednesday, April 1, 2015",Handguns,Glock                                                                                ,357 SIG                                                                                ,Double Action                                                                                ,Pistol,"I have for sale a Glock 32. The pistol has been fired once about 9 months ago. I have kept it cleaned and lubricated. The pistol comes with Glock hard case, two magazines, and a laser attachment. I also have a Taurus PT92 stainless steel model. The Taurus comes with a range case, a flashlight attachment, and two magazines (one 10rd and one 18 round). Looking for $400 a piece or $800 for both. Looking to sell ASAP. Email me or text (513)two52973two to set up a viewing."
9,http://www.armslist.com/posts/4201009,For Sale/Trade:  6.5mm .264 Dia. Bullets $30-$35,"South West Pensacola, Pensacola, Florida",$ 35,"Listed On: Wednesday, April 15, 2015",Reloading,no type,no type,no type,no type,"For sale are 3 boxes of Sierra Pro-Hunter 120 Gr. Spitzer bullet .264 Dia. 100 Ct. per box. Also one box of Nosler Partition 6.5mm 125 Gr. Spitzer bullet .264 Dia. 50 Ct.

Sierra bullets-$30.00 per box
Nosler bullets-$35.00
FTF or will ship, buyer pays for shipping. Use priority mail and will ship after payment clears bank.
Call or text David @ REDACTED"
12,http://www.armslist.com/posts/4201012,For Sale:  FN FNS 9,"P-cola, GB, Navarre, FWB, Pensacola, Florida",$ 500,"Listed On: Tuesday, April 7, 2015",Handguns,FN Herstal S.A.                                                                                ,9mm Luger (9x19)                                                                                ,Striker Fire                                                                                ,Pistol,"3 mags of 17 rds each, night sights, medium and small backstraps (medium one is currently on the gun), FN factory case. Thumb safety, mag release and slide stop are ambidextrous. Like new. One owner. 

$500 firm. No shipping. No trades.

REDACTED. Text only please, I work nights. Don't worry about the area code, I'm a FL resident. Thanks."
15,http://www.armslist.com/posts/4201015,For Sale:  Ar pistol set,"Wichita, Wichita, Kansas",$ 750,"Listed On: Wednesday, April 1, 2015",Handguns,Bravo Company USA                                                                                ,223/5.56 NATO                                                                                ,Double / Single Action                                                                                ,Pistol,"Please read the description !!
I have an AR pistol that is complete MINUS LOWER RECIEVER
7 inch barrel
free float utg slim quad rail
nickel boron bcg
bcm gunfighter charging handle
lower parts kit
pistol buffer and tube
sig brace
Lucid technologies red dot
coyote sling  made by Not be Infringed locally
SilencerCo spec war brake

This is a great deal for someone wanting a nice ar pistol with quality parts. Just add your own lower  and your ready to roll. No trades."
16,http://www.armslist.com/posts/4201016,For Sale:  Custom AR15,"Galesville, La Crosse, Wisconsin",$ 775,"Listed On: Wednesday, April 1, 2015",Rifles,American Tactical Imports                                                                                ,223/5.56 NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"AR15 with Anderson lower and 16"" Govt upper (m4 specs)  1x7 twist. Only had 45 rounds  through it no jams shooting slow or rapid fire. Has Custom desert camo paint job, comes with the red dot, vert grip, and 3 mags (2 steel, 1 poly or vise versa) and gun case, and the original foregrip. asking $775 for everything or just rifle, foregrip, and one mag $700.
call or text me at REDACTED"
17,http://www.armslist.com/posts/4201017,For Sale:  FDE Kel-Tec PMR30,"Cullman, Huntsville, Alabama","$ 99,999,990","Listed On: Wednesday, April 1, 2015",Handguns,Kel-Tec                                                                                ,22 WMR                                                                                ,Single Action                                                                                ,Pistol,"FDE Kel-Tec PMR30 Like New comes with Box, Papers, 4 Mags, a Custom Kydex Holster and 50 Rounds of good CCI ammo. These things hold 30 rounds plus 1 in chamber. 700 cash or trade for other guns."
18,http://www.armslist.com/posts/4201018,For Sale:  Springfield XDS .45 Night Sights Range Gear,"Plano, Dallas, Texas",$ 450,"Listed On: Wednesday, April 1, 2015",Handguns,Springfield                                                                                ,45 ACP                                                                                ,no type,Pistol,"For sale, used but perfect condition, Springfield XDS .45. with night sights, 3 mags (one of which is extended grip), holster, magazine holster, all original paperwork, hard case. 

less than 200 rounds through it. 

Bought it to conceal carry but never got the license. 

Text if interested REDACTED Will"
19,http://www.armslist.com/posts/4201019,For Trade:  Smith & Wesson Model 28 Highway Patrolman,"Sweetwater, Knoxville, Tennessee",Offer,"Listed On: Thursday, April 2, 2015",Handguns,Smith & Wesson                                                                                ,357 Magnum                                                                                ,no type,Revolver,"Offered for trade is Model 28 with 6"" barrel in .357 caliber. According to the Standard Catalog of Smith and Weason this gun was manufactured in 1971. Very nice condition overall with just minor holster wear and spotting. Looking to trade for an older Colt Detective Special, Cobra,Smith model 36, 15, 19, etc. in a snub nose. Will listen to other offers but not interested in plastic guns unless it's a Walther P99 or similar, no Glocks, XDs or M&Ps. Prefer 9mm but .40 may be acceptable. Must be willing to meet locally. Thanks!"
20,http://www.armslist.com/posts/4201020,For Sale:  Stealth Gear USA Onyx IWB holster Glock 30 Gen 4,"Aumsville, Salem, Oregon",$ 50,"Listed On: Wednesday, April 1, 2015",Holsters,no type,no type,no type,no type,No hardware included just the holster. I don't have the gun anymore or I would still be using this excellent holster. I bought it specifically for the Gen 4 30 but it may fit others as well. $50 firm.
21,http://www.armslist.com/posts/4201021,For Sale:  p227,"moore, Oklahoma City, Oklahoma",$ 650,"Listed On: Wednesday, April 1, 2015",Handguns,Sig Sauer                                                                                ,45 ACP                                                                                ,Double / Single Action,no type,"FOR SALE. Very nice, full size SIG P227. This pistol has night sights. SIG case, manual, and 2 mags."
